leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,FC LORIENT,0,0,0,1,0,1,-1
2,BORDEAUX,1,0,1,1,1,3,-2
3,AC AJACCIO,2,0,2,1,1,2,-1
4,AC AJACCIO,3,0,3,1,1,2,-1
5,BORDEAUX,4,1,1,3,3,7,-4
6,BORDEAUX,5,1,2,3,6,10,-4
7,FC LORIENT,7,2,1,4,6,9,-3
8,AC AJACCIO,7,1,4,3,6,9,-3
9,Evian TG,9,2,3,4,10,17,-7
10,Evian TG,9,2,3,5,11,19,-8
11,Evian TG,12,3,3,5,12,19,-7
12,MONTPELLIER,13,2,7,3,15,16,-1
13,MONTPELLIER,14,2,8,3,16,17,-1
14,MONTPELLIER,15,2,9,3,17,18,-1
15,Evian TG,16,4,4,7,15,27,-12
16,OGC NICE,17,5,2,9,14,23,-9
17,OGC NICE,17,5,2,10,14,24,-10
18,Evian TG,20,5,5,8,18,29,-11
19,Evian TG,20,5,5,9,19,32,-13
20,Evian TG,20,5,5,10,20,34,-14
21,MONTPELLIER,21,3,12,6,21,25,-4
22,RENNES,24,5,9,8,23,25,-2
23,EA GUINGAMP,26,6,8,9,22,25,-3
24,EA GUINGAMP,26,6,8,10,23,27,-4
25,EA GUINGAMP,26,6,8,11,23,28,-5
26,EA GUINGAMP,29,7,8,11,24,28,-4
27,OGC NICE,31,9,4,14,23,33,-10
28,RENNES,31,7,10,11,32,34,-2
29,RENNES,31,7,10,12,34,37,-3
30,RENNES,34,8,10,12,35,37,-2
31,EA GUINGAMP,35,9,8,14,28,32,-4
32,EA GUINGAMP,35,9,8,15,29,34,-5
33,Evian TG,38,9,11,13,33,47,-14
34,Evian TG,38,9,11,14,33,48,-15
35,EA GUINGAMP,38,10,8,17,31,40,-9
36,EA GUINGAMP,39,10,9,17,32,41,-9
37,OGC NICE,42,12,6,19,30,43,-13
38,EA GUINGAMP,42,11,9,18,34,42,-8
