leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OM,3,1,0,0,3,1,2
2,OM,6,2,0,0,5,1,4
3,OL,6,2,0,1,7,2,5
4,ASSE,9,3,0,1,4,2,2
5,PSG,11,3,2,0,8,3,5
6,ASSE,12,4,0,2,8,5,3
7,OM,14,4,2,1,10,5,5
8,OM,17,5,2,1,12,5,7
9,LOSC,17,5,2,2,11,4,7
10,LOSC,20,6,2,2,12,4,8
11,LOSC,23,7,2,2,13,4,9
12,ASM,25,7,4,1,20,10,10
13,ASM,26,7,5,1,21,11,10
14,ASM,29,8,5,1,22,11,11
15,ASM,32,9,5,1,24,11,13
16,ASM,35,10,5,1,27,11,16
17,LOSC,36,11,3,3,18,5,13
18,LOSC,39,12,3,3,20,6,14
19,LOSC,40,12,4,3,22,8,14
20,LOSC,40,12,4,4,23,10,13
21,LOSC,40,12,4,5,23,12,11
22,LOSC,41,12,5,5,24,13,11
23,LOSC,41,12,5,6,24,14,10
24,LOSC,44,13,5,6,26,14,12
25,LOSC,45,13,6,6,28,16,12
26,LOSC,46,13,7,6,28,16,12
27,LOSC,49,14,7,6,31,18,13
28,LOSC,52,15,7,6,33,18,15
29,LOSC,53,15,8,6,33,18,15
30,LOSC,54,15,9,6,34,19,15
31,LOSC,57,16,9,6,35,19,16
32,LOSC,60,17,9,6,37,20,17
33,LOSC,63,18,9,6,38,20,18
34,LOSC,64,18,10,6,38,20,18
35,LOSC,67,19,10,6,40,21,19
36,LOSC,68,19,11,6,41,22,19
37,LOSC,68,19,11,7,42,25,17
38,LOSC,71,20,11,7,46,26,20
