leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,EAG,0,0,0,1,1,3,-2
2,MHSC,1,0,1,1,2,5,-3
3,TFC,2,0,2,1,1,4,-3
4,EAG,3,1,0,3,3,6,-3
5,ACA,3,0,3,2,3,5,-2
6,FCN,4,1,1,4,4,7,-3
7,ACA,6,1,3,3,5,8,-3
8,FCGB,7,1,4,3,7,11,-4
9,ACA,7,1,4,4,6,12,-6
10,ACA,7,1,4,5,6,13,-7
11,FCL,10,3,1,7,11,19,-8
12,FCL,10,3,1,8,11,23,-12
13,FCL,11,3,2,8,11,23,-12
14,FCL,14,4,2,8,15,23,-8
15,MHSC,15,2,9,4,17,20,-3
16,MHSC,15,2,9,5,17,22,-5
17,MHSC,16,2,10,5,18,23,-5
18,MHSC,16,2,10,6,18,24,-6
19,MHSC,17,2,11,6,18,24,-6
20,MHSC,18,2,12,6,19,25,-6
21,TEGG,21,5,6,10,20,34,-14
22,TEGG,21,5,6,11,20,37,-17
23,TEGG,22,5,7,11,21,38,-17
24,TEGG,23,5,8,11,22,39,-17
25,TEGG,24,5,9,11,24,41,-17
26,TEGG,24,5,9,12,25,43,-18
27,TEGG,27,6,9,12,27,43,-16
28,TEGG,30,7,9,12,28,43,-15
29,TEGG,30,7,9,13,28,44,-16
30,TEGG,31,7,10,13,29,45,-16
31,TEGG,34,8,10,13,30,45,-15
32,TEGG,35,8,11,13,31,46,-15
33,EAG,35,9,8,16,29,35,-6
34,EAG,35,9,8,17,30,40,-10
35,TEGG,38,9,11,15,34,50,-16
36,TEGG,38,9,11,16,34,51,-17
37,TEGG,41,10,11,16,36,51,-15
38,OGCN,42,12,6,20,30,44,-14
