leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,FCL,0,0,0,1,0,1,-1
2,FCGB,1,0,1,1,1,3,-2
3,ACA,2,0,2,1,1,2,-1
4,ACA,3,0,3,1,1,2,-1
5,FCGB,4,1,1,3,3,7,-4
6,FCGB,5,1,2,3,6,10,-4
7,FCL,7,2,1,4,6,9,-3
8,ACA,7,1,4,3,6,9,-3
9,TEGG,9,2,3,4,10,17,-7
10,TEGG,9,2,3,5,11,19,-8
11,TEGG,12,3,3,5,12,19,-7
12,MHSC,13,2,7,3,15,16,-1
13,MHSC,14,2,8,3,16,17,-1
14,MHSC,15,2,9,3,17,18,-1
15,TEGG,16,4,4,7,15,27,-12
16,OGCN,17,5,2,9,14,23,-9
17,OGCN,17,5,2,10,14,24,-10
18,TEGG,20,5,5,8,18,29,-11
19,TEGG,20,5,5,9,19,32,-13
20,TEGG,20,5,5,10,20,34,-14
21,MHSC,21,3,12,6,21,25,-4
22,SRFC,24,5,9,8,23,25,-2
23,EAG,26,6,8,9,22,25,-3
24,EAG,26,6,8,10,23,27,-4
25,EAG,26,6,8,11,23,28,-5
26,EAG,29,7,8,11,24,28,-4
27,OGCN,31,9,4,14,23,33,-10
28,SRFC,31,7,10,11,32,34,-2
29,SRFC,31,7,10,12,34,37,-3
30,SRFC,34,8,10,12,35,37,-2
31,EAG,35,9,8,14,28,32,-4
32,EAG,35,9,8,15,29,34,-5
33,TEGG,38,9,11,13,33,47,-14
34,TEGG,38,9,11,14,33,48,-15
35,EAG,38,10,8,17,31,40,-9
36,EAG,39,10,9,17,32,41,-9
37,OGCN,42,12,6,19,30,43,-13
38,EAG,42,11,9,18,34,42,-8
