leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,FCN,0,0,0,1,0,0,0
2,ACA,1,0,1,1,1,2,-1
3,VAFC,3,1,0,2,3,3,0
4,TEGG,4,1,1,2,4,6,-2
5,FCL,6,2,0,3,3,5,-2
6,FCL,7,2,1,3,6,8,-2
7,MHSC,8,1,5,1,8,10,-2
8,TEGG,9,2,3,3,10,14,-4
9,EAG,11,3,2,4,12,10,2
10,MHSC,12,2,6,2,14,13,1
11,FCGB,14,3,5,3,14,13,1
12,OL,15,4,3,5,17,15,2
13,OGCN,17,5,2,6,14,16,-2
14,OGCN,17,5,2,7,14,17,-3
15,SRFC,18,4,6,5,17,16,1
16,FCL,20,6,2,8,20,23,-3
17,SRFC,21,5,6,6,20,19,1
18,EAG,23,6,5,7,19,19,0
19,EAG,24,6,6,7,19,19,0
20,EAG,25,6,7,7,19,19,0
21,OGCN,27,8,3,10,20,25,-5
22,OGCN,27,8,3,11,21,28,-7
23,TFC,29,7,8,8,24,31,-7
24,OGCN,30,9,3,12,23,30,-7
25,OGCN,31,9,4,12,23,30,-7
26,SRFC,31,7,10,9,31,30,1
27,EAG,32,8,8,11,26,28,-2
28,MHSC,33,6,15,7,33,33,0
29,EAG,35,9,8,12,28,30,-2
30,FCN,36,10,6,14,27,33,-6
31,FCL,37,10,7,14,37,42,-5
32,MHSC,38,7,17,8,37,37,0
33,OGCN,39,11,6,16,29,38,-9
34,SRFC,39,9,12,13,40,40,0
35,MHSC,42,8,18,9,45,45,0
36,SRFC,43,10,13,13,43,42,1
37,SRFC,43,10,13,14,44,44,0
38,FCN,46,12,10,16,38,43,-5
