leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,PSG,1,0,1,0,1,1,0
2,OGCN,3,1,0,1,2,5,-3
3,MHSC,4,1,1,1,4,6,-2
4,MHSC,5,1,2,1,6,8,-2
5,LOSC,7,2,1,2,3,4,-1
6,TEGG,8,2,2,2,9,10,-1
7,TFC,9,2,3,2,6,8,-2
8,FCN,10,3,1,4,9,8,1
9,SRFC,12,3,3,3,8,9,-1
10,SRFC,13,3,4,3,10,11,-1
11,SDR,15,3,6,2,11,10,1
12,FCGB,17,4,5,3,16,14,2
13,SRFC,17,4,5,4,16,13,3
14,SRFC,18,4,6,4,17,14,3
15,SDR,19,4,7,4,15,19,-4
16,SRFC,21,5,6,5,20,17,3
17,OL,23,6,5,6,24,23,1
18,OL,24,6,6,6,26,25,1
19,OL,25,6,7,6,28,27,1
20,FCL,27,8,3,9,26,27,-1
21,FCN,29,9,2,10,22,22,0
22,FCN,30,9,3,10,22,22,0
23,FCN,30,9,3,11,22,23,-1
24,FCN,30,9,3,12,23,25,-2
25,FCL,32,9,5,11,34,36,-2
26,MHSC,32,6,14,6,33,31,2
27,MHSC,33,6,15,6,33,31,2
28,FCL,36,10,6,12,36,38,-2
29,SCB,37,10,7,12,31,43,-12
30,OGCN,38,11,5,14,27,34,-7
31,OGCN,38,11,5,15,27,35,-8
32,OGCN,39,11,6,15,28,36,-8
33,SCB,41,11,8,14,36,50,-14
34,FCN,43,12,7,15,35,38,-3
35,SCB,44,12,8,15,39,55,-16
36,FCN,45,12,9,15,37,40,-3
37,TFC,46,11,13,13,43,52,-9
38,SDR,48,12,12,14,44,52,-8
