leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,EA GUINGAMP,0,0,0,1,1,3,-2
2,MONTPELLIER,1,0,1,1,2,5,-3
3,TOULOUSE FC,2,0,2,1,1,4,-3
4,EA GUINGAMP,3,1,0,3,3,6,-3
5,AC AJACCIO,3,0,3,2,3,5,-2
6,FC NANTES,4,1,1,4,4,7,-3
7,AC AJACCIO,6,1,3,3,5,8,-3
8,BORDEAUX,7,1,4,3,7,11,-4
9,AC AJACCIO,7,1,4,4,6,12,-6
10,AC AJACCIO,7,1,4,5,6,13,-7
11,FC LORIENT,10,3,1,7,11,19,-8
12,FC LORIENT,10,3,1,8,11,23,-12
13,FC LORIENT,11,3,2,8,11,23,-12
14,FC LORIENT,14,4,2,8,15,23,-8
15,MONTPELLIER,15,2,9,4,17,20,-3
16,MONTPELLIER,15,2,9,5,17,22,-5
17,MONTPELLIER,16,2,10,5,18,23,-5
18,MONTPELLIER,16,2,10,6,18,24,-6
19,MONTPELLIER,17,2,11,6,18,24,-6
20,MONTPELLIER,18,2,12,6,19,25,-6
21,Evian TG,21,5,6,10,20,34,-14
22,Evian TG,21,5,6,11,20,37,-17
23,Evian TG,22,5,7,11,21,38,-17
24,Evian TG,23,5,8,11,22,39,-17
25,Evian TG,24,5,9,11,24,41,-17
26,Evian TG,24,5,9,12,25,43,-18
27,Evian TG,27,6,9,12,27,43,-16
28,Evian TG,30,7,9,12,28,43,-15
29,Evian TG,30,7,9,13,28,44,-16
30,Evian TG,31,7,10,13,29,45,-16
31,Evian TG,34,8,10,13,30,45,-15
32,Evian TG,35,8,11,13,31,46,-15
33,EA GUINGAMP,35,9,8,16,29,35,-6
34,EA GUINGAMP,35,9,8,17,30,40,-10
35,Evian TG,38,9,11,15,34,50,-16
36,Evian TG,38,9,11,16,34,51,-17
37,Evian TG,41,10,11,16,36,51,-15
38,OGC NICE,42,12,6,20,30,44,-14
