leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,ASSE,3,1,0,0,1,0,1
2,VAFC,3,1,0,1,3,2,1
3,LOSC,6,2,0,1,3,2,1
4,RENNES,7,2,1,1,5,4,1
5,RENNES,8,2,2,1,5,4,1
6,RENNES,11,3,2,1,7,4,3
7,ASSE,12,4,0,3,9,7,2
8,ASSE,13,4,1,3,11,9,2
9,OGC NICE,14,4,2,3,11,10,1
10,FC NANTES,16,5,1,4,13,8,5
11,OM,17,5,2,4,15,11,4
12,ASSE,18,5,3,4,17,15,2
13,FC NANTES,20,6,2,5,17,10,7
14,ASSE,21,6,3,5,19,17,2
15,ASSE,24,7,3,5,23,17,6
16,ASSE,24,7,3,6,24,20,4
17,BORDEAUX,27,7,6,4,23,18,5
18,OM,28,8,4,6,25,18,7
19,OM,29,8,5,6,27,20,7
20,REIMS,32,8,8,4,25,22,3
21,REIMS,32,8,8,5,25,24,1
22,OL,34,9,7,6,35,27,8
23,SC BASTIA,36,10,6,7,30,30,0
24,OL,37,10,7,7,37,30,7
25,OL,40,11,7,7,40,31,9
26,OL,41,11,8,7,40,31,9
27,OL,42,11,9,7,40,31,9
28,OM,43,12,7,9,38,30,8
29,OM,44,12,8,9,39,31,8
30,OM,44,12,8,10,39,32,7
31,OM,45,12,9,10,40,33,7
32,OM,48,13,9,10,43,34,9
33,OM,51,14,9,10,46,36,10
34,OM,52,14,10,10,46,36,10
35,OM,53,14,11,10,47,37,10
36,OM,56,15,11,10,51,39,12
37,OM,57,15,12,10,52,40,12
38,OM,60,16,12,10,53,40,13
