leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,FC NANTES,1,0,1,0,0,0,0
2,RC LENS,3,1,0,1,2,2,0
3,FC NANTES,4,1,1,1,3,3,0
4,OL,5,1,2,1,5,3,2
5,BORDEAUX,6,1,3,1,3,2,1
6,ANGERS SCO,9,3,0,3,7,14,-7
7,BORDEAUX,9,2,3,2,7,5,2
8,AS MONACO,11,3,2,3,11,13,-2
9,BORDEAUX,12,3,3,3,9,9,0
10,FC NANTES,12,3,3,4,12,14,-2
11,BORDEAUX,15,4,3,4,10,11,-1
12,FC METZ,16,4,4,4,12,11,1
13,BREST,18,6,0,7,21,24,-3
14,OGC NICE,18,5,3,6,18,19,-1
15,FC METZ,20,5,5,5,17,16,1
16,BORDEAUX,22,6,4,6,17,17,0
17,OGC NICE,22,6,4,7,23,25,-2
18,BORDEAUX,23,6,5,7,18,20,-2
19,FC METZ,25,6,7,6,20,18,2
20,BREST,26,8,2,10,31,36,-5
21,BREST,26,8,2,11,31,37,-6
22,REIMS,27,7,6,9,30,31,-1
23,REIMS,28,7,7,9,30,31,-1
24,BREST,30,9,3,12,37,44,-7
25,BREST,31,9,4,12,37,44,-7
26,BREST,31,9,4,13,39,47,-8
27,OGC NICE,32,9,5,13,33,39,-6
28,REIMS,34,8,10,10,34,35,-1
29,OGC NICE,36,10,6,13,36,41,-5
30,REIMS,38,9,11,10,36,36,0
31,REIMS,39,9,12,10,38,38,0
32,REIMS,40,9,13,10,38,38,0
33,ANGERS SCO,41,11,8,14,34,50,-16
34,ANGERS SCO,41,11,8,15,34,51,-17
35,ASSE,42,11,9,15,41,53,-12
36,ANGERS SCO,44,12,8,16,37,53,-16
37,ANGERS SCO,44,12,8,17,39,56,-17
38,BORDEAUX,45,13,6,19,42,56,-14
