leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,RC LENS,0,0,0,1,0,1,-1
2,REIMS,1,0,1,1,3,5,-2
3,EA GUINGAMP,3,1,0,2,1,3,-2
4,OGC NICE,4,1,1,2,4,9,-5
5,EA GUINGAMP,6,2,0,3,3,8,-5
6,AS MONACO,7,2,1,3,6,9,-3
7,SC BASTIA,7,1,4,2,7,10,-3
8,SC BASTIA,7,1,4,3,7,11,-4
9,REIMS,10,3,1,5,9,19,-10
10,SC BASTIA,10,2,4,4,8,13,-5
11,RC LENS,11,3,2,6,10,13,-3
12,EA GUINGAMP,12,4,0,8,9,21,-12
13,Evian TG,13,4,1,8,12,22,-10
14,SM CAEN,13,3,4,7,17,19,-2
15,Evian TG,16,5,1,9,14,23,-9
16,FC LORIENT,17,5,2,9,15,20,-5
17,EA GUINGAMP,18,6,0,11,18,30,-12
18,FC METZ,19,5,4,9,17,26,-9
19,RC LENS,19,5,4,10,20,24,-4
20,FC LORIENT,20,6,2,12,22,29,-7
21,TOULOUSE FC,22,6,4,11,23,33,-10
22,Evian TG,23,7,2,13,24,38,-14
23,SC BASTIA,24,5,9,9,22,27,-5
24,FC LORIENT,27,8,3,13,28,33,-5
25,FC LORIENT,28,8,4,13,29,34,-5
26,Evian TG,29,9,2,15,27,40,-13
27,Evian TG,32,10,2,15,29,41,-12
28,Evian TG,32,10,2,16,30,44,-14
29,OGC NICE,34,9,7,13,31,36,-5
30,Evian TG,35,11,2,17,32,46,-14
31,REIMS,35,9,8,14,37,53,-16
32,FC LORIENT,35,10,5,17,34,44,-10
33,SC BASTIA,37,9,10,14,32,41,-9
34,FC LORIENT,38,11,5,18,39,48,-9
35,TOULOUSE FC,39,11,6,18,37,57,-20
36,TOULOUSE FC,42,12,6,18,40,59,-19
37,FC LORIENT,43,12,7,18,44,49,-5
38,FC LORIENT,43,12,7,19,44,50,-6
