leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,SRFC,0,0,0,1,0,2,-2
2,RCL,0,0,0,2,0,2,-2
3,FCM,2,0,2,1,1,3,-2
4,EAG,3,1,0,3,1,7,-6
5,SDR,4,1,1,3,7,11,-4
6,SCB,6,1,3,2,7,10,-3
7,SDR,7,2,1,4,8,16,-8
8,TEGG,7,2,1,5,8,16,-8
9,RCL,8,2,2,5,7,10,-3
10,SMC,9,2,3,5,10,11,-1
11,SCB,10,2,4,5,9,16,-7
12,FCL,10,3,1,8,10,16,-6
13,EAG,12,4,0,9,10,24,-14
14,TEGG,13,4,1,9,12,23,-11
15,RCL,14,4,2,9,14,18,-4
16,SMC,14,3,5,8,19,25,-6
17,RCL,15,4,3,10,15,21,-6
18,SCB,17,4,5,9,15,22,-7
19,TEGG,19,6,1,12,20,33,-13
20,TEGG,20,6,2,12,21,34,-13
21,TEGG,20,6,2,13,23,38,-15
22,SMC,21,5,6,11,30,35,-5
23,TEGG,23,7,2,14,24,39,-15
24,TEGG,23,7,2,15,24,40,-16
25,TEGG,26,8,2,15,26,40,-14
26,TFC,28,8,4,14,27,40,-13
27,TFC,29,8,5,14,28,41,-13
28,TFC,29,8,5,15,29,47,-18
29,TFC,29,8,5,16,29,48,-19
30,TFC,32,9,5,16,31,49,-18
31,TFC,32,9,5,17,33,52,-19
32,TFC,35,10,5,17,34,52,-18
33,FCL,35,10,5,18,34,45,-11
34,TEGG,37,11,4,19,36,52,-16
35,TEGG,37,11,4,20,36,54,-18
36,TEGG,37,11,4,21,38,57,-19
37,TEGG,37,11,4,22,39,59,-20
38,TEGG,37,11,4,23,41,62,-21
