leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,EA GUINGAMP,0,0,0,1,0,2,-2
2,AS MONACO,0,0,0,2,2,6,-4
3,REIMS,1,0,1,2,3,7,-4
4,REIMS,1,0,1,3,5,11,-6
5,AS MONACO,4,1,1,3,5,9,-4
6,EA GUINGAMP,6,2,0,4,3,9,-6
7,EA GUINGAMP,6,2,0,5,3,10,-7
8,REIMS,7,2,1,5,8,19,-11
9,SC BASTIA,7,1,4,4,7,13,-6
10,EA GUINGAMP,9,3,0,7,6,14,-8
11,Evian TG,10,3,1,7,11,20,-9
12,SC BASTIA,10,2,4,6,9,17,-8
13,RC LENS,11,3,2,8,12,17,-5
14,EA GUINGAMP,12,4,0,10,10,25,-15
15,SC BASTIA,14,3,5,7,12,19,-7
16,RC LENS,14,4,2,10,14,20,-6
17,SM CAEN,14,3,5,9,21,28,-7
18,RC LENS,16,4,4,10,18,24,-6
19,SC BASTIA,18,4,6,9,16,23,-7
20,RC LENS,19,5,4,11,20,26,-6
21,RC LENS,19,5,4,12,20,28,-8
22,RC LENS,20,5,5,12,20,28,-8
23,RC LENS,21,5,6,12,21,29,-8
24,RC LENS,22,5,7,12,24,32,-8
25,RC LENS,22,5,7,13,24,34,-10
26,RC LENS,22,5,7,14,25,38,-13
27,RC LENS,22,5,7,15,25,39,-14
28,RC LENS,22,5,7,16,26,43,-17
29,RC LENS,25,6,7,16,27,43,-16
30,RC LENS,25,6,7,17,27,47,-20
31,FC METZ,26,6,8,17,25,44,-19
32,RC LENS,26,6,8,18,28,49,-21
33,FC METZ,29,7,8,18,29,48,-19
34,FC METZ,30,7,9,18,30,49,-19
35,FC METZ,30,7,9,19,30,51,-21
36,FC METZ,30,7,9,20,30,55,-25
37,FC METZ,30,7,9,21,30,57,-27
38,FC METZ,30,7,9,22,31,61,-30
