leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OL,3,1,0,0,2,0,2
2,ASSE,6,2,0,0,5,1,4
3,ASSE,7,2,1,0,5,1,4
4,PARIS SG,8,2,2,0,9,2,7
5,OM,10,3,1,1,11,6,5
6,BORDEAUX,13,4,1,1,12,6,6
7,BORDEAUX,14,4,2,1,13,7,6
8,BORDEAUX,17,5,2,1,15,8,7
9,BORDEAUX,17,5,2,2,15,9,6
10,PARIS SG,18,4,6,0,18,7,11
11,PARIS SG,21,5,6,0,21,7,14
12,PARIS SG,24,6,6,0,23,8,15
13,PARIS SG,27,7,6,0,25,8,17
14,PARIS SG,30,8,6,0,28,10,18
15,PARIS SG,33,9,6,0,29,10,19
16,PARIS SG,34,9,7,0,30,11,19
17,PARIS SG,37,10,7,0,32,12,20
18,PARIS SG,37,10,7,1,32,13,19
19,OL,39,12,3,4,40,17,23
20,OM,41,13,2,5,39,19,20
21,OM,44,14,2,5,41,20,21
22,OM,44,14,2,6,42,22,20
23,OM,47,15,2,6,43,22,21
24,OM,48,15,3,6,44,23,21
25,OM,49,15,4,6,46,25,21
26,PARIS SG,52,14,10,2,46,23,23
27,PARIS SG,53,14,11,2,46,23,23
28,PARIS SG,56,15,11,2,50,24,26
29,PARIS SG,56,15,11,3,52,27,25
30,OL,58,17,7,6,57,24,33
31,OL,61,18,7,6,60,25,35
32,OL,64,19,7,6,62,25,37
33,OL,65,19,8,6,64,27,37
34,OL,68,20,8,6,68,29,39
35,OL,71,21,8,6,70,29,41
36,OL,71,21,8,7,70,32,38
37,OL,72,21,9,7,71,33,38
38,OL,75,22,9,7,72,33,39
