leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,SC BASTIA,1,0,1,0,3,3,0
2,SM CAEN,3,1,0,1,3,1,2
3,OGC NICE,4,1,1,1,4,5,-1
4,SM CAEN,6,2,0,2,5,2,3
5,RC LENS,7,2,1,2,6,5,1
6,FC METZ,8,2,2,2,6,6,0
7,MONTPELLIER,10,3,1,3,5,3,2
8,FC NANTES,12,3,3,2,6,6,0
9,FC METZ,14,4,2,3,10,9,1
10,TOULOUSE FC,14,4,2,4,13,13,0
11,RENNES,15,4,3,4,13,13,0
12,MONTPELLIER,17,5,2,5,11,11,0
13,FC METZ,18,5,3,5,13,15,-2
14,MONTPELLIER,20,6,2,6,13,13,0
15,MONTPELLIER,21,6,3,6,14,14,0
16,REIMS,22,6,4,6,17,24,-7
17,FC NANTES,24,6,6,5,15,15,0
18,MONTPELLIER,25,7,4,7,21,19,2
19,REIMS,28,8,4,7,25,30,-5
20,RENNES,29,8,5,7,22,25,-3
21,RENNES,30,8,6,7,22,25,-3
22,FC NANTES,31,8,7,7,19,22,-3
23,FC NANTES,32,8,8,7,20,23,-3
24,FC NANTES,33,8,9,7,20,23,-3
25,OGC NICE,34,9,7,9,28,29,-1
26,OGC NICE,34,9,7,10,28,30,-2
27,LOSC,35,9,8,10,23,24,-1
28,RENNES,38,10,8,10,28,34,-6
29,FC NANTES,39,10,9,10,24,30,-6
30,FC NANTES,40,10,10,10,24,30,-6
31,RENNES,42,11,9,11,31,37,-6
32,RENNES,45,12,9,11,32,37,-5
33,RENNES,46,12,10,11,33,38,-5
34,RENNES,49,13,10,11,35,39,-4
35,RENNES,50,13,11,11,35,39,-4
36,RENNES,50,13,11,12,35,40,-5
37,RENNES,50,13,11,13,35,41,-6
38,RENNES,50,13,11,14,35,42,-7
