leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,FC METZ,1,0,1,0,0,0,0
2,EA GUINGAMP,3,1,0,1,1,2,-1
3,OL,3,1,0,2,3,3,0
4,SC BASTIA,5,1,2,1,5,6,-1
5,OL,6,2,0,3,6,6,0
6,RC LENS,7,2,1,3,6,6,0
7,RENNES,8,2,2,3,8,11,-3
8,SM CAEN,8,2,2,4,8,8,0
9,AS MONACO,11,3,2,4,8,11,-3
10,RENNES,12,3,3,4,11,13,-2
11,MONTPELLIER,14,4,2,5,9,11,-2
12,REIMS,15,4,3,5,12,21,-9
13,MONTPELLIER,17,5,2,6,11,13,-2
14,FC METZ,18,5,3,6,15,18,-3
15,FC METZ,18,5,3,7,15,20,-5
16,FC METZ,19,5,4,7,15,20,-5
17,TOULOUSE FC,20,6,2,9,21,25,-4
18,EA GUINGAMP,21,7,0,11,19,30,-11
19,EA GUINGAMP,22,7,1,11,20,31,-11
20,EA GUINGAMP,25,8,1,11,22,31,-9
21,EA GUINGAMP,25,8,1,12,23,33,-10
22,LOSC,27,7,6,9,17,19,-2
23,LOSC,28,7,7,9,18,20,-2
24,REIMS,29,8,5,11,28,40,-12
25,SC BASTIA,30,7,9,9,26,27,-1
26,RENNES,32,8,8,10,26,34,-8
27,OGC NICE,34,9,7,11,29,32,-3
28,EA GUINGAMP,35,11,2,15,30,40,-10
29,REIMS,35,9,8,12,35,47,-12
30,SC BASTIA,37,9,10,11,30,34,-4
31,OGC NICE,38,10,8,13,35,39,-4
32,SM CAEN,38,10,8,14,46,48,-2
33,SM CAEN,38,10,8,15,46,49,-3
34,SC BASTIA,40,10,10,14,34,42,-8
35,OGC NICE,42,11,9,15,39,45,-6
36,SM CAEN,42,11,9,16,50,52,-2
37,FC NANTES,45,11,12,14,29,39,-10
38,SM CAEN,46,12,10,16,54,55,-1
