leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,FCM,1,0,1,0,0,0,0
2,EAG,3,1,0,1,1,2,-1
3,OL,3,1,0,2,3,3,0
4,SCB,5,1,2,1,5,6,-1
5,OL,6,2,0,3,6,6,0
6,RCL,7,2,1,3,6,6,0
7,SRFC,8,2,2,3,8,11,-3
8,SMC,8,2,2,4,8,8,0
9,ASM,11,3,2,4,8,11,-3
10,SRFC,12,3,3,4,11,13,-2
11,MHSC,14,4,2,5,9,11,-2
12,SDR,15,4,3,5,12,21,-9
13,MHSC,17,5,2,6,11,13,-2
14,FCM,18,5,3,6,15,18,-3
15,FCM,18,5,3,7,15,20,-5
16,FCM,19,5,4,7,15,20,-5
17,TFC,20,6,2,9,21,25,-4
18,EAG,21,7,0,11,19,30,-11
19,EAG,22,7,1,11,20,31,-11
20,EAG,25,8,1,11,22,31,-9
21,EAG,25,8,1,12,23,33,-10
22,LOSC,27,7,6,9,17,19,-2
23,LOSC,28,7,7,9,18,20,-2
24,SDR,29,8,5,11,28,40,-12
25,SCB,30,7,9,9,26,27,-1
26,SRFC,32,8,8,10,26,34,-8
27,OGCN,34,9,7,11,29,32,-3
28,EAG,35,11,2,15,30,40,-10
29,SDR,35,9,8,12,35,47,-12
30,SCB,37,9,10,11,30,34,-4
31,OGCN,38,10,8,13,35,39,-4
32,SMC,38,10,8,14,46,48,-2
33,SMC,38,10,8,15,46,49,-3
34,SCB,40,10,10,14,34,42,-8
35,OGCN,42,11,9,15,39,45,-6
36,SMC,42,11,9,16,50,52,-2
37,FCN,45,11,12,14,29,39,-10
38,SMC,46,12,10,16,54,55,-1
