leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,SM CAEN,3,1,0,0,3,0,3
2,BORDEAUX,6,2,0,0,5,1,4
3,BORDEAUX,9,3,0,0,8,2,6
4,BORDEAUX,10,3,1,0,9,3,6
5,LOSC,11,3,2,0,6,1,5
6,OM,13,4,1,1,14,6,8
7,OM,16,5,1,1,19,6,13
8,OM,19,6,1,1,21,7,14
9,OM,22,7,1,1,23,8,15
10,OM,25,8,1,1,25,8,17
11,OM,25,8,1,2,25,9,16
12,OM,28,9,1,2,27,10,17
13,OM,28,9,1,3,27,12,15
14,OM,31,10,1,3,30,13,17
15,OM,34,11,1,3,32,13,19
16,OM,35,11,2,3,33,14,19
17,OM,38,12,2,3,36,15,21
18,OM,38,12,2,4,36,16,20
19,OM,41,13,2,4,38,17,21
20,OL,42,13,3,4,43,17,26
21,OL,45,14,3,4,45,17,28
22,OL,48,15,3,4,47,17,30
23,OL,49,15,4,4,47,17,30
24,OL,50,15,5,4,48,18,30
25,OL,51,15,6,4,49,19,30
26,OL,54,16,6,4,50,19,31
27,OL,54,16,6,5,51,21,30
28,OL,57,17,6,5,56,22,34
29,OL,58,17,7,5,56,22,34
30,PARIS SG,59,16,11,3,55,28,27
31,PARIS SG,62,17,11,3,58,30,28
32,PARIS SG,65,18,11,3,61,31,30
33,PARIS SG,68,19,11,3,64,32,32
34,PARIS SG,71,20,11,3,70,33,37
35,PARIS SG,74,21,11,3,72,33,39
36,PARIS SG,77,22,11,3,78,33,45
37,PARIS SG,80,23,11,3,80,34,46
38,PARIS SG,83,24,11,3,83,36,47
