leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OL,3,1,0,0,3,2,1
2,OL,4,1,1,0,4,2,2
3,PSG,5,1,2,0,7,5,2
4,PSG,7,2,1,1,6,7,-1
5,PSG,9,3,0,2,5,3,2
6,PSG,10,3,1,2,9,10,-1
7,PSG,13,4,1,2,5,5,0
8,PSG,15,4,3,1,15,13,2
9,PSG,16,4,4,1,20,15,5
10,PSG,17,5,2,3,13,10,3
11,PSG,18,5,3,3,13,10,3
12,PSG,18,5,3,4,13,15,-2
13,PSG,19,6,1,6,9,14,-5
14,PSG,22,7,1,6,10,14,-4
15,PSG,23,7,2,6,10,14,-4
16,PSG,24,7,3,6,21,19,2
17,PSG,25,7,4,6,22,20,2
18,PSG,26,8,2,8,23,28,-5
19,PSG,27,8,3,8,24,29,-5
20,PSG,30,9,3,8,25,29,-4
21,PSG,31,9,4,8,27,31,-4
22,PSG,34,10,4,8,28,31,-3
23,PSG,34,10,4,9,29,33,-4
24,PSG,34,8,10,6,22,20,2
25,PSG,37,9,10,6,23,20,3
26,PSG,38,9,11,6,24,21,3
27,PSG,39,11,6,10,27,28,-1
28,PSG,40,9,13,6,25,22,3
29,PSG,42,12,6,11,37,36,1
30,PSG,44,12,8,10,30,30,0
31,PSG,45,10,15,6,31,26,5
32,PSG,46,10,16,6,31,26,5
33,PSG,47,13,8,12,44,45,-1
34,PSG,49,13,10,11,40,46,-6
35,PSG,51,14,9,12,45,42,3
36,PSG,52,14,10,12,42,49,-7
37,PSG,54,15,9,13,51,49,2
38,PSG,55,16,7,15,53,48,5
