leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,LOSC,3,1,0,0,3,0,3
2,AS MONACO,6,2,0,0,7,3,4
3,ASSE,9,3,0,0,5,0,5
4,ASSE,9,3,0,1,5,3,2
5,OL,11,3,2,0,11,5,6
6,ASSE,13,4,1,1,7,4,3
7,BORDEAUX,15,4,3,0,13,7,6
8,OM,16,5,1,2,15,12,3
9,ASSE,17,5,2,2,13,9,4
10,FC NANTES,20,6,2,2,9,7,2
11,OL,22,6,4,1,27,15,12
12,OL,25,7,4,1,32,15,17
13,OL,26,7,5,1,32,15,17
14,AS MONACO,29,9,2,3,36,15,21
15,OL,29,8,5,2,38,17,21
16,AS MONACO,32,10,2,4,37,16,21
17,AS MONACO,35,11,2,4,40,18,22
18,OL,38,11,5,2,44,19,25
19,OL,41,12,5,2,46,20,26
20,OL,42,12,6,2,47,21,26
21,OM,44,13,5,3,43,22,21
22,OM,47,14,5,3,45,22,23
23,OM,48,14,6,3,47,24,23
24,AS MONACO,50,15,5,4,56,26,30
25,OM,52,15,7,3,55,29,26
26,OM,55,16,7,3,56,29,27
27,OM,55,16,7,4,56,32,24
28,OM,56,16,8,4,57,33,24
29,OM,59,17,8,4,59,34,25
30,OM,59,17,8,5,61,37,24
31,OM,62,18,8,5,64,38,26
32,OL,63,18,9,5,69,36,33
33,OL,66,19,9,5,72,36,36
34,OL,69,20,9,5,77,38,39
35,AS MONACO,71,21,8,6,79,44,35
36,AS MONACO,74,22,8,6,81,45,36
37,OL,75,22,9,6,84,41,43
38,OL,78,23,9,6,87,43,44
