leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OL,3,1,0,0,4,0,4
2,OL,6,2,0,0,6,1,5
3,PARIS SG,9,3,0,0,11,2,9
4,PARIS SG,12,4,0,0,14,2,12
5,PARIS SG,15,5,0,0,19,3,16
6,PARIS SG,18,6,0,0,21,3,18
7,PARIS SG,19,6,1,0,21,3,18
8,PARIS SG,22,7,1,0,27,5,22
9,PARIS SG,25,8,1,0,29,6,23
10,PARIS SG,26,8,2,0,31,8,23
11,PARIS SG,29,9,2,0,34,8,26
12,PARIS SG,32,10,2,0,39,8,31
13,PARIS SG,35,11,2,0,43,9,34
14,PARIS SG,38,12,2,0,45,10,35
15,PARIS SG,41,13,2,0,47,10,37
16,PARIS SG,41,13,2,1,48,12,36
17,PARIS SG,44,14,2,1,51,13,38
18,PARIS SG,47,15,2,1,55,14,41
19,PARIS SG,50,16,2,1,58,15,43
20,PARIS SG,53,17,2,1,59,15,44
21,PARIS SG,56,18,2,1,67,15,52
22,PARIS SG,56,18,2,2,68,17,51
23,PARIS SG,59,19,2,2,72,17,55
24,PARIS SG,62,20,2,2,75,17,58
25,PARIS SG,65,21,2,2,76,17,59
26,PARIS SG,68,22,2,2,81,19,62
27,PARIS SG,71,23,2,2,84,19,65
28,PARIS SG,74,24,2,2,86,19,67
29,PARIS SG,77,25,2,2,91,19,72
30,PARIS SG,80,26,2,2,93,20,73
31,PARIS SG,83,27,2,2,95,21,74
32,PARIS SG,84,27,3,2,96,22,74
33,PARIS SG,87,28,3,2,103,23,80
34,PARIS SG,90,29,3,2,104,23,81
35,PARIS SG,91,29,4,2,106,25,81
36,PARIS SG,92,29,5,2,108,27,81
37,PARIS SG,92,29,5,3,108,29,79
38,PARIS SG,93,29,6,3,108,29,79
