leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OL,0,0,0,1,0,3,-3
2,OL,0,0,0,2,0,4,-4
3,PSG,0,0,0,3,1,6,-5
4,PSG,2,0,2,2,6,8,-2
5,PSG,4,1,1,3,6,12,-6
6,PSG,4,1,1,4,4,11,-7
7,PSG,4,1,1,5,5,13,-8
8,PSG,5,1,2,5,4,14,-10
9,PSG,6,1,3,5,6,16,-10
10,PSG,6,1,3,6,6,17,-11
11,PSG,6,1,3,7,6,18,-12
12,PSG,9,2,3,7,9,18,-9
13,PSG,12,3,3,7,12,19,-7
14,PSG,12,3,3,8,12,22,-10
15,PSG,14,2,8,5,18,25,-7
16,PSG,14,2,8,6,18,26,-8
17,PSG,15,2,9,6,19,27,-8
18,PSG,15,2,9,7,19,28,-9
19,PSG,18,3,9,7,21,29,-8
20,PSG,19,5,4,11,18,29,-11
21,PSG,20,5,5,11,19,30,-11
22,PSG,20,5,5,12,20,32,-12
23,PSG,23,6,5,12,21,32,-11
24,PSG,25,7,4,13,21,37,-16
25,PSG,25,7,4,14,23,34,-11
26,PSG,25,5,10,11,27,39,-12
27,PSG,27,7,6,14,26,43,-17
28,PSG,27,7,6,15,27,45,-18
29,PSG,28,7,7,15,28,46,-18
30,PSG,28,7,7,16,29,48,-19
31,PSG,28,7,7,17,29,49,-20
32,PSG,28,7,7,18,30,51,-21
33,PSG,29,8,5,20,27,49,-22
34,PSG,29,7,8,19,33,58,-25
35,PSG,32,8,8,19,36,59,-23
36,PSG,32,9,5,22,31,55,-24
37,PSG,33,9,6,22,32,56,-24
38,PSG,33,9,6,23,32,59,-27
