leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,SM CAEN,0,0,0,1,0,1,-1
2,OGC NICE,0,0,0,2,1,3,-2
3,FC NANTES,3,1,0,2,1,4,-3
4,FC NANTES,4,1,1,2,1,4,-3
5,TROYES,5,1,2,2,4,5,-1
6,RENNES,5,1,2,3,9,10,-1
7,RENNES,6,1,3,3,11,12,-1
8,TOULOUSE FC,8,2,2,4,9,15,-6
9,AMIENS SC,9,3,0,6,7,11,-4
10,OGC NICE,10,3,1,6,13,16,-3
11,DIJON FCO,12,3,3,5,14,20,-6
12,ANGERS SCO,13,2,7,3,16,19,-3
13,EA GUINGAMP,15,4,3,6,14,22,-8
14,EA GUINGAMP,15,4,3,7,14,23,-9
15,TOULOUSE FC,16,4,4,7,14,22,-8
16,TROYES,18,5,3,8,16,21,-5
17,ASSE,20,5,5,7,17,27,-10
18,BORDEAUX,20,5,5,8,22,27,-5
19,BORDEAUX,20,5,5,9,22,29,-7
20,LOSC,22,6,4,10,18,30,-12
21,ANGERS SCO,22,4,10,7,25,31,-6
22,TROYES,24,7,3,12,22,31,-9
23,AMIENS SC,25,7,4,12,20,25,-5
24,TOULOUSE FC,26,7,5,12,22,32,-10
25,TOULOUSE FC,26,7,5,13,22,33,-11
26,TROYES,28,8,4,14,24,34,-10
27,AMIENS SC,29,8,5,14,23,30,-7
28,STRASBOURG,31,8,7,13,32,49,-17
29,STRASBOURG,31,8,7,14,33,52,-19
30,STRASBOURG,32,8,8,14,35,54,-19
31,AMIENS SC,34,9,7,15,26,34,-8
32,SM CAEN,35,10,5,17,23,42,-19
33,SM CAEN,36,10,6,17,23,42,-19
34,SM CAEN,37,10,7,17,24,43,-19
35,SM CAEN,37,10,7,18,25,46,-21
36,SM CAEN,37,10,7,19,26,48,-22
37,LOSC,38,10,8,19,41,62,-21
38,STRASBOURG,38,9,11,18,44,67,-23
