leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OL,3,1,0,0,2,0,2
2,OL,6,2,0,0,2,0,2
3,PSG,7,2,1,0,5,1,4
4,PSG,8,2,2,0,9,6,3
5,PSG,9,2,3,0,9,6,3
6,PSG,11,3,2,1,11,7,4
7,PSG,13,4,1,2,11,10,1
8,PSG,15,5,0,3,7,4,3
9,PSG,17,5,2,2,7,6,1
10,PSG,18,5,3,2,20,17,3
11,PSG,20,6,2,3,9,8,1
12,PSG,23,7,2,3,11,9,2
13,PSG,23,7,2,4,12,13,-1
14,PSG,23,7,2,5,13,15,-2
15,PSG,26,8,2,5,14,15,-1
16,PSG,27,8,3,5,15,16,-1
17,PSG,27,8,3,6,16,18,-2
18,PSG,30,9,3,6,17,18,-1
19,PSG,33,10,3,6,18,18,0
20,PSG,33,10,3,7,18,19,-1
21,PSG,34,10,4,7,19,20,-1
22,PSG,34,10,4,8,19,21,-2
23,PSG,37,11,4,8,22,21,1
24,PSG,37,11,4,9,24,24,0
25,PSG,38,11,5,9,26,26,0
26,PSG,39,11,6,9,27,27,0
27,PSG,39,9,12,6,24,21,3
28,PSG,41,12,5,11,36,35,1
29,PSG,43,12,7,10,29,29,0
30,PSG,45,13,6,11,39,36,3
31,PSG,46,13,7,11,40,37,3
32,PSG,47,13,8,11,41,38,3
33,PSG,47,13,8,12,42,40,2
34,PSG,50,14,8,12,45,45,0
35,PSG,52,14,10,11,41,46,-5
36,PSG,54,15,9,12,47,43,4
37,PSG,57,16,9,12,49,43,6
38,PSG,58,16,10,12,50,44,6
