leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,EA GUINGAMP,3,1,0,0,3,1,2
2,OM,6,2,0,0,4,0,4
3,OL,7,2,1,0,9,4,5
4,OL,8,2,2,0,9,4,5
5,ASSE,10,3,1,1,6,4,2
6,BORDEAUX,12,3,3,0,10,6,4
7,ASSE,14,4,2,1,9,6,3
8,FC NANTES,16,5,1,2,6,5,1
9,OM,17,5,2,2,18,15,3
10,OL,19,5,4,1,25,15,10
11,OM,21,6,3,2,21,17,4
12,OM,24,7,3,2,26,17,9
13,OM,25,7,4,2,27,18,9
14,OM,28,8,4,2,28,18,10
15,AS MONACO,29,9,2,4,36,16,20
16,OM,32,9,5,2,32,19,13
17,OM,35,10,5,2,35,19,16
18,OM,35,10,5,3,35,21,14
19,OM,38,11,5,3,38,22,16
20,OM,41,12,5,3,41,22,19
21,AS MONACO,43,13,4,4,48,21,27
22,AS MONACO,46,14,4,4,51,22,29
23,AS MONACO,47,14,5,4,53,24,29
24,OL,48,14,6,4,54,28,26
25,OL,48,14,6,5,54,30,24
26,OL,49,14,7,5,56,32,24
27,OL,50,14,8,5,57,33,24
28,OL,51,14,9,5,58,34,24
29,OL,54,15,9,5,59,34,25
30,OL,57,16,9,5,62,36,26
31,OL,60,17,9,5,64,36,28
32,OM,63,18,9,5,64,38,26
33,OM,66,19,9,5,67,40,27
34,OM,69,20,9,5,72,41,31
35,OM,70,20,10,5,73,42,31
36,OM,73,21,10,5,75,43,32
37,OM,74,21,11,5,78,46,32
38,OM,77,22,11,5,80,47,33
