leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OL,3,1,0,0,1,0,1
2,OL,4,1,1,0,3,2,1
3,PSG,4,1,1,1,3,3,0
4,PSG,6,2,0,2,3,2,1
5,PSG,7,2,1,2,2,4,-2
6,PSG,9,3,0,3,8,6,2
7,PSG,12,4,0,3,6,4,2
8,PSG,13,3,4,1,17,13,4
9,PSG,15,5,0,4,7,6,1
10,PSG,15,4,3,3,8,6,2
11,PSG,16,4,4,3,16,17,-1
12,PSG,16,4,4,4,9,8,1
13,PSG,17,4,5,4,9,8,1
14,PSG,19,5,4,5,16,20,-4
15,PSG,21,6,3,6,19,19,0
16,PSG,22,5,7,4,13,9,4
17,PSG,23,7,2,8,22,28,-6
18,PSG,24,6,6,6,24,28,-4
19,PSG,26,7,5,7,21,24,-3
20,PSG,27,6,9,5,17,13,4
21,PSG,28,6,10,5,18,14,4
22,PSG,31,9,4,9,27,30,-3
23,PSG,31,9,4,10,28,32,-4
24,PSG,32,9,5,10,29,32,-3
25,PSG,34,10,4,11,30,33,-3
26,PSG,35,10,5,11,32,35,-3
27,PSG,36,10,6,11,32,35,-3
28,PSG,39,11,6,11,34,39,-5
29,PSG,41,9,14,6,26,23,3
30,PSG,42,12,6,12,40,43,-3
31,PSG,44,12,8,11,30,33,-3
32,PSG,44,12,8,12,31,35,-4
33,PSG,46,12,10,11,38,45,-7
34,PSG,46,10,16,8,32,30,2
35,PSG,46,10,16,9,32,31,1
36,PSG,49,11,16,9,34,31,3
37,PSG,52,14,10,13,42,50,-8
38,PSG,54,15,9,14,53,52,1
