leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OL,3,1,0,0,4,0,4
2,OL,6,2,0,0,6,1,5
3,PSG,9,3,0,0,11,2,9
4,PSG,12,4,0,0,14,2,12
5,PSG,15,5,0,0,19,3,16
6,PSG,18,6,0,0,21,3,18
7,PSG,19,6,1,0,21,3,18
8,PSG,22,7,1,0,27,5,22
9,PSG,25,8,1,0,29,6,23
10,PSG,26,8,2,0,31,8,23
11,PSG,29,9,2,0,34,8,26
12,PSG,32,10,2,0,39,8,31
13,PSG,35,11,2,0,43,9,34
14,PSG,38,12,2,0,45,10,35
15,PSG,41,13,2,0,47,10,37
16,PSG,41,13,2,1,48,12,36
17,PSG,44,14,2,1,51,13,38
18,PSG,47,15,2,1,55,14,41
19,PSG,50,16,2,1,58,15,43
20,PSG,53,17,2,1,59,15,44
21,PSG,56,18,2,1,67,15,52
22,PSG,56,18,2,2,68,17,51
23,PSG,59,19,2,2,72,17,55
24,PSG,62,20,2,2,75,17,58
25,PSG,65,21,2,2,76,17,59
26,PSG,68,22,2,2,81,19,62
27,PSG,71,23,2,2,84,19,65
28,PSG,74,24,2,2,86,19,67
29,PSG,77,25,2,2,91,19,72
30,PSG,80,26,2,2,93,20,73
31,PSG,83,27,2,2,95,21,74
32,PSG,84,27,3,2,96,22,74
33,PSG,87,28,3,2,103,23,80
34,PSG,90,29,3,2,104,23,81
35,PSG,91,29,4,2,106,25,81
36,PSG,92,29,5,2,108,27,81
37,PSG,92,29,5,3,108,29,79
38,PSG,93,29,6,3,108,29,79
