leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OL,0,0,0,1,0,4,-4
2,OL,0,0,0,2,1,7,-6
3,PSG,0,0,0,3,0,7,-7
4,PSG,0,0,0,4,1,7,-6
5,PSG,0,0,0,5,2,12,-10
6,PSG,3,1,0,5,3,12,-9
7,PSG,3,1,0,6,3,13,-10
8,PSG,3,1,0,7,3,14,-11
9,PSG,3,1,0,8,4,17,-13
10,PSG,3,1,0,9,5,19,-14
11,PSG,3,1,0,10,5,21,-16
12,PSG,3,1,0,11,5,24,-19
13,PSG,4,1,1,11,5,24,-19
14,PSG,4,1,1,12,5,26,-21
15,PSG,4,1,1,13,5,29,-24
16,PSG,4,1,1,14,6,32,-26
17,PSG,5,1,2,14,7,33,-26
18,PSG,8,2,2,14,10,34,-24
19,PSG,11,3,2,14,13,34,-21
20,PSG,12,3,3,14,14,35,-21
21,PSG,15,4,3,14,17,35,-18
22,PSG,15,4,3,15,18,38,-20
23,PSG,18,5,3,15,20,39,-19
24,PSG,18,5,3,16,23,45,-22
25,PSG,18,5,3,17,23,46,-23
26,PSG,18,5,3,18,23,47,-24
27,PSG,19,5,4,18,25,49,-24
28,PSG,20,5,5,18,26,50,-24
29,PSG,20,5,5,19,26,55,-29
30,PSG,21,5,6,19,27,56,-29
31,PSG,22,5,7,19,29,58,-29
32,PSG,22,5,7,20,29,63,-34
33,PSG,25,6,7,20,31,64,-33
34,PSG,26,6,8,20,32,65,-33
35,PSG,26,6,8,21,33,68,-35
36,PSG,26,6,8,22,34,70,-36
37,PSG,26,6,8,23,34,72,-38
38,PSG,26,6,8,24,34,76,-42
