leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,QRM,1,0,1,0,1,1,0
2,PAU FC,3,1,0,1,2,2,0
3,HAVRE AC,4,1,1,1,3,2,1
4,AC AJACCIO,5,1,2,0,5,3,2
5,RODEZ AF,8,2,2,1,6,6,0
6,HAVRE AC,9,2,3,1,5,3,2
7,SM CAEN,10,3,1,3,8,6,2
8,SM CAEN,11,3,2,3,9,7,2
9,RODEZ AF,12,3,3,3,9,11,-2
10,SM CAEN,14,4,2,4,12,10,2
11,NIORT,15,4,3,4,10,10,0
12,SM CAEN,15,4,3,5,15,14,1
13,EA GUINGAMP,17,4,5,4,14,15,-1
14,RODEZ AF,19,5,4,5,16,15,1
15,GRENOBLE,21,6,3,6,15,18,-3
16,NIORT,21,6,3,7,16,18,-2
17,NIORT,24,7,3,7,18,19,-1
18,PAU FC,24,7,3,8,19,20,-1
19,EA GUINGAMP,24,6,6,7,23,27,-4
20,RODEZ AF,27,7,6,7,20,21,-1
21,PAU FC,28,8,4,9,24,24,0
22,DIJON FCO,29,9,2,11,28,29,-1
23,PAU FC,29,8,5,10,25,28,-3
24,PAU FC,32,9,5,10,26,28,-2
25,PAU FC,35,10,5,10,27,28,-1
26,NÎMES,35,10,5,11,32,35,-3
27,NIORT,35,10,5,12,28,28,0
28,AMIENS SC,36,8,12,8,36,26,10
29,DIJON FCO,37,11,4,14,33,36,-3
30,PAU FC,39,11,6,13,30,33,-3
31,DIJON FCO,41,12,5,14,35,37,-2
32,PAU FC,42,12,6,14,33,36,-3
33,NIORT,44,12,8,13,34,32,2
34,NIORT,45,12,9,13,35,33,2
35,NÎMES,46,13,7,15,40,46,-6
36,SM CAEN,47,12,11,13,49,40,9
37,SM CAEN,47,12,11,13,49,40,9
