leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,AC AJACCIO,1,0,1,0,2,2,0
2,HAVRE AC,4,1,1,0,2,0,2
3,FCSM,6,2,0,1,5,4,1
4,QRM,7,2,1,1,7,5,2
5,SM CAEN,9,3,0,2,7,4,3
6,AJ AUXERRE,11,3,2,1,11,5,6
7,FCSM,13,4,1,2,7,5,2
8,NÎMES,13,3,4,1,12,7,5
9,PAU FC,15,4,3,2,11,7,4
10,PARIS FC,16,5,1,4,13,11,2
11,PARIS FC,17,5,2,4,14,12,2
12,NIORT,18,5,3,4,13,10,3
13,PARIS FC,18,5,3,5,16,15,1
14,PARIS FC,21,6,3,5,17,15,2
15,PARIS FC,24,7,3,5,18,15,3
16,HAVRE AC,26,6,8,2,15,9,6
17,HAVRE AC,29,7,8,2,17,10,7
18,HAVRE AC,29,7,8,3,17,11,6
19,HAVRE AC,32,8,8,3,20,13,7
20,HAVRE AC,32,8,8,4,20,14,6
21,NIORT,34,10,4,7,27,21,6
22,NIORT,34,10,4,7,27,21,6
23,HAVRE AC,35,8,11,4,22,16,6
24,HAVRE AC,35,8,11,5,24,20,4
