leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,PARIS FC,3,1,0,0,4,0,4
2,PARIS FC,6,2,0,0,6,1,5
3,PARIS FC,9,3,0,0,8,2,6
4,PARIS FC,10,3,1,0,9,3,6
5,TOULOUSE FC,13,4,1,0,12,4,8
6,TOULOUSE FC,16,5,1,0,13,4,9
7,TOULOUSE FC,17,5,2,0,14,5,9
8,TOULOUSE FC,20,6,2,0,18,6,12
9,TOULOUSE FC,23,7,2,0,20,6,14
10,TOULOUSE FC,23,7,2,1,22,9,13
11,TOULOUSE FC,24,7,3,1,22,9,13
12,TOULOUSE FC,27,8,3,1,28,9,19
13,TOULOUSE FC,28,8,4,1,30,11,19
14,TOULOUSE FC,29,8,5,1,32,13,19
15,TOULOUSE FC,30,8,6,1,32,13,19
16,TOULOUSE FC,33,9,6,1,36,14,22
17,TOULOUSE FC,33,9,6,2,37,16,21
18,AC AJACCIO,35,10,5,3,19,8,11
19,AC AJACCIO,38,11,5,3,20,8,12
20,AC AJACCIO,41,12,5,3,21,8,13
21,AC AJACCIO,42,12,6,3,21,8,13
22,TOULOUSE FC,42,11,9,2,45,19,26
23,TOULOUSE FC,45,12,9,2,49,20,29
24,TOULOUSE FC,48,13,9,2,52,21,31
25,TOULOUSE FC,51,14,9,2,56,21,35
26,TOULOUSE FC,54,15,9,2,58,21,37
27,TOULOUSE FC,57,16,9,2,60,21,39
28,TOULOUSE FC,57,16,9,3,61,25,36
29,TOULOUSE FC,60,17,9,3,67,25,42
30,TOULOUSE FC,63,18,9,3,69,26,43
31,TOULOUSE FC,66,19,9,3,71,27,44
32,TOULOUSE FC,69,20,9,3,75,29,46
33,TOULOUSE FC,72,21,9,3,77,29,48
34,TOULOUSE FC,73,21,10,3,78,30,48
35,TOULOUSE FC,76,22,10,3,80,30,50
36,TOULOUSE FC,76,22,10,3,80,30,50
