leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,DFCO,0,0,0,1,1,3,-2
2,ASC,0,0,0,2,2,5,-3
3,ASNL,1,0,1,2,2,7,-5
4,DFCO,1,0,1,3,4,8,-4
5,USLD,1,0,1,4,3,8,-5
6,USLD,2,0,2,4,5,10,-5
7,DFCO,4,1,1,5,8,15,-7
8,VAFC,6,1,3,4,5,12,-7
9,SCB,7,1,4,4,7,11,-4
10,ASC,8,1,5,4,11,15,-4
11,ASC,9,1,6,4,11,15,-4
12,SCB,11,2,5,5,9,13,-4
13,ASC,12,2,6,5,14,16,-2
14,ASC,13,2,7,5,14,16,-2
15,SCB,15,3,6,6,12,16,-4
16,USLD,16,4,4,8,14,19,-5
17,SCB,18,4,6,7,14,17,-3
18,SCB,19,4,7,7,16,19,-3
19,SCB,20,4,8,7,16,19,-3
20,GF38,21,6,3,11,17,27,-10
21,VAFC,22,5,7,9,17,30,-13
22,GF38,22,6,4,11,17,27,-10
23,GF38,22,6,4,12,17,28,-11
24,GF38,25,7,4,13,19,31,-12
25,GF38,25,7,4,14,20,34,-14
26,USLD,27,7,6,13,21,32,-11
27,GF38,28,8,4,15,21,36,-15
28,QRM,30,7,9,12,24,38,-14
29,QRM,31,7,10,12,24,38,-14
30,QRM,31,7,10,13,24,40,-16
31,QRM,31,7,10,14,24,42,-18
32,GF38,33,9,6,17,23,40,-17
33,RAF,33,7,12,14,25,38,-13
34,QRM,34,8,10,16,26,45,-19
35,QRM,34,8,10,16,26,45,-19
36,QRM,34,8,10,16,26,45,-19
