leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,NÎMES,1,0,1,0,1,1,0
2,FCSM,3,1,0,1,3,3,0
3,QRM,4,1,1,0,4,2,2
4,SM CAEN,6,2,0,1,6,2,4
5,HAVRE AC,8,2,2,1,5,3,2
6,PAU FC,10,3,1,2,6,3,3
7,RODEZ AF,12,3,3,1,9,8,1
8,RODEZ AF,12,3,3,2,9,10,-1
9,NÎMES,13,3,4,2,12,9,3
10,NIORT,15,4,3,3,10,9,1
11,QRM,15,4,3,4,12,12,0
12,PARIS FC,17,5,2,5,14,13,1
13,PAU FC,18,5,3,5,13,12,1
14,PAU FC,21,6,3,5,14,12,2
15,PAU FC,21,6,3,6,15,16,-1
16,RODEZ AF,22,6,4,6,18,16,2
17,PAU FC,24,7,3,7,18,18,0
18,NIORT,25,7,4,7,20,21,-1
19,RODEZ AF,27,7,6,6,20,17,3
20,PAU FC,27,8,3,9,23,23,0
21,NÎMES,29,8,5,8,26,26,0
22,NÎMES,32,9,5,8,29,26,3
23,NÎMES,32,9,5,9,29,27,2
24,NÎMES,32,9,5,10,29,31,-2
25,HAVRE AC,35,8,11,6,24,24,0
26,PAU FC,35,10,5,11,27,29,-2
27,NÎMES,36,10,6,11,33,36,-3
28,PAU FC,38,11,5,12,29,31,-2
29,PAU FC,38,11,5,13,29,32,-3
30,NIORT,39,11,6,13,31,31,0
31,PAU FC,42,12,6,13,32,34,-2
32,DIJON FCO,42,12,6,14,37,39,-2
33,EA GUINGAMP,45,11,12,10,39,42,-3
34,SM CAEN,46,12,10,12,47,37,10
35,SM CAEN,46,12,10,12,47,37,10
