leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,AJ AUXERRE,1,0,1,0,2,2,0
2,MONTPELLIER,4,1,1,0,1,0,1
3,PARIS SG,4,1,1,1,4,3,1
4,AS MONACO,6,1,3,0,4,2,2
5,PARIS SG,7,2,1,2,9,6,3
6,OGC NICE,9,2,3,1,6,8,-2
7,LOSC,11,2,5,0,8,4,4
8,PARIS SG,12,3,3,2,11,6,5
9,BORDEAUX,14,4,2,3,9,7,2
10,PARIS SG,15,4,3,3,15,9,6
11,PARIS SG,16,4,4,3,16,10,6
12,TOULOUSE FC,18,5,3,4,14,13,1
13,ASSE,19,5,4,4,17,15,2
14,BORDEAUX,22,6,4,4,18,15,3
15,BORDEAUX,23,6,5,4,19,16,3
16,FCSM,24,7,3,6,27,19,8
17,ASSE,25,6,7,4,23,19,4
18,BREST,27,7,6,5,20,15,5
19,BREST,28,7,7,5,20,15,5
20,MONTPELLIER,30,8,6,6,17,20,-3
21,ASSE,32,8,8,5,29,23,6
22,TOULOUSE FC,33,10,3,9,25,22,3
23,MONTPELLIER,34,9,7,7,20,23,-3
24,ASSE,35,9,8,7,33,30,3
25,ASSE,35,9,8,8,33,32,1
26,BORDEAUX,37,9,10,7,35,31,4
27,ASSE,38,10,8,9,35,33,2
28,MONTPELLIER,39,10,9,9,24,30,-6
29,ASSE,40,10,10,9,36,34,2
30,ASSE,41,10,11,9,38,36,2
31,FC LORIENT,43,11,10,10,38,36,2
32,FC LORIENT,44,11,11,10,39,37,2
33,FCSM,46,13,7,13,48,40,8
34,FC LORIENT,48,12,12,10,42,39,3
35,FC LORIENT,48,12,12,11,43,42,1
36,FC LORIENT,49,12,13,11,45,44,1
37,FC LORIENT,49,12,13,12,45,46,-1
38,BORDEAUX,51,12,15,11,43,42,1
