leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,FCL,1,0,1,0,2,2,0
2,FCSM,3,1,0,1,4,4,0
3,RCL,4,1,1,1,4,4,0
4,OGCN,6,1,3,0,4,3,1
5,LOSC,7,1,4,0,6,3,3
6,OM,8,2,2,2,11,8,3
7,SB29,11,3,2,2,6,4,2
8,OM,12,3,3,2,14,10,4
9,TFC,14,4,2,3,10,9,1
10,LOSC,14,3,5,2,13,11,2
11,LOSC,15,3,6,2,14,12,2
12,MHSC,18,5,3,4,11,12,-1
13,FCGB,19,5,4,4,14,13,1
14,OL,22,6,4,4,18,16,2
15,OL,23,6,5,4,20,18,2
16,FCGB,24,6,6,4,21,18,3
17,FCGB,25,6,7,4,21,18,3
18,TFC,27,8,3,7,20,18,2
19,FCGB,27,6,9,4,24,21,3
20,ASSE,29,7,8,5,27,22,5
21,FCGB,30,7,9,5,27,23,4
22,MHSC,33,9,6,7,20,23,-3
23,TFC,33,10,3,10,25,24,1
24,FCL,34,10,4,10,32,31,1
25,FCL,35,10,5,10,32,31,1
26,FCL,36,10,6,10,32,31,1
27,FCGB,37,9,10,8,35,32,3
28,FCGB,38,9,11,8,37,34,3
29,FCGB,39,9,12,8,37,34,3
30,FCGB,40,9,13,8,37,34,3
31,MHSC,43,11,10,10,27,33,-6
32,ASSE,44,11,11,10,40,39,1
33,FCGB,45,10,15,8,40,35,5
34,ASSE,48,12,12,10,42,40,2
35,ASSE,48,12,12,11,43,42,1
36,FCGB,48,11,15,10,41,40,1
37,ASSE,48,12,12,13,45,46,-1
38,TFC,50,14,8,16,38,36,2
