leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,RENNES,1,0,1,0,1,1,0
2,ASSE,3,1,0,1,4,5,-1
3,OL,4,1,1,1,3,3,0
4,OM,4,1,1,2,6,6,0
5,FCSM,7,2,1,2,8,7,1
6,AS MONACO,8,1,5,0,6,4,2
7,FCSM,10,3,1,3,13,9,4
8,BORDEAUX,11,3,2,3,8,7,1
9,FCSM,13,4,1,4,16,11,5
10,SM CAEN,14,3,5,2,9,9,0
11,OL,15,4,3,4,13,14,-1
12,BORDEAUX,16,4,4,4,12,12,0
13,AJ AUXERRE,18,4,6,3,19,15,4
14,AJ AUXERRE,19,4,7,3,20,16,4
15,ASSE,21,5,6,4,19,17,2
16,MONTPELLIER,24,7,3,6,14,18,-4
17,FCSM,24,7,3,7,27,20,7
18,MONTPELLIER,26,7,5,6,15,19,-4
19,MONTPELLIER,27,7,6,6,15,19,-4
20,BORDEAUX,27,6,9,5,25,23,2
21,FCSM,28,8,4,9,35,26,9
22,BREST,31,8,7,7,23,21,2
23,BREST,31,8,7,8,23,24,-1
24,TOULOUSE FC,33,10,3,11,26,26,0
25,BORDEAUX,34,8,10,7,32,30,2
26,ASSE,35,9,8,9,33,33,0
27,TOULOUSE FC,36,11,3,13,28,29,-1
28,TOULOUSE FC,37,11,4,13,29,30,-1
29,FCSM,38,11,5,13,42,36,6
30,FCSM,39,11,6,13,43,37,6
31,BORDEAUX,41,9,14,8,38,35,3
32,MONTPELLIER,43,11,10,11,29,36,-7
33,MONTPELLIER,44,11,11,11,29,36,-7
34,MONTPELLIER,44,11,11,12,29,37,-8
35,AJ AUXERRE,45,9,18,8,42,38,4
36,MONTPELLIER,47,12,11,13,32,40,-8
37,TOULOUSE FC,47,13,8,16,36,36,0
38,ASSE,49,12,13,13,46,47,-1
