leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,BORDEAUX,0,0,0,1,0,1,-1
2,OM,0,0,0,2,3,5,-2
3,FC LORIENT,1,0,1,2,3,6,-3
4,NANCY,4,1,1,2,3,7,-4
5,BORDEAUX,4,1,1,3,5,7,-2
6,RC LENS,5,1,2,3,7,12,-5
7,OL,5,1,2,4,4,9,-5
8,NANCY,8,2,2,4,9,15,-6
9,NANCY,8,2,2,5,9,16,-7
10,AS MONACO,9,1,6,3,7,9,-2
11,AS MONACO,10,1,7,3,9,11,-2
12,AS MONACO,13,2,7,3,13,11,2
13,RC LENS,14,3,5,5,12,19,-7
14,SM CAEN,14,3,5,6,16,22,-6
15,SM CAEN,14,3,5,7,16,25,-9
16,RC LENS,15,3,6,7,15,27,-12
17,SM CAEN,15,3,6,8,16,26,-10
18,AS MONACO,16,2,10,6,17,19,-2
19,RC LENS,19,4,7,8,19,32,-13
20,SM CAEN,21,5,6,9,20,29,-9
21,RC LENS,22,5,7,9,21,34,-13
22,RC LENS,23,5,8,9,22,35,-13
23,AS MONACO,24,4,12,7,23,24,-1
24,AS MONACO,24,4,12,8,23,26,-3
25,AS MONACO,25,4,13,8,25,28,-3
26,AS MONACO,26,4,14,8,25,28,-3
27,AJ AUXERRE,29,5,14,8,30,34,-4
28,AS MONACO,29,5,14,9,26,29,-3
29,AS MONACO,32,6,14,9,28,29,-1
30,AJ AUXERRE,34,6,16,8,34,36,-2
31,SM CAEN,35,9,8,14,35,46,-11
32,SM CAEN,36,9,9,14,36,47,-11
33,NANCY,38,10,8,15,32,45,-13
34,NANCY,38,10,8,16,32,46,-14
35,NANCY,39,10,9,16,34,48,-14
36,AS MONACO,41,8,17,11,35,38,-3
37,AS MONACO,44,9,17,11,36,38,-2
38,AS MONACO,44,9,17,12,36,40,-4
