leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,AJA,1,0,1,0,2,2,0
2,MHSC,4,1,1,0,1,0,1
3,PSG,4,1,1,1,4,3,1
4,ASM,6,1,3,0,4,2,2
5,PSG,7,2,1,2,9,6,3
6,OGCN,9,2,3,1,6,8,-2
7,LOSC,11,2,5,0,8,4,4
8,PSG,12,3,3,2,11,6,5
9,FCGB,14,4,2,3,9,7,2
10,PSG,15,4,3,3,15,9,6
11,PSG,16,4,4,3,16,10,6
12,TFC,18,5,3,4,14,13,1
13,ASSE,19,5,4,4,17,15,2
14,FCGB,22,6,4,4,18,15,3
15,FCGB,23,6,5,4,19,16,3
16,FCSM,24,7,3,6,27,19,8
17,ASSE,25,6,7,4,23,19,4
18,SB29,27,7,6,5,20,15,5
19,SB29,28,7,7,5,20,15,5
20,MHSC,30,8,6,6,17,20,-3
21,ASSE,32,8,8,5,29,23,6
22,TFC,33,10,3,9,25,22,3
23,MHSC,34,9,7,7,20,23,-3
24,ASSE,35,9,8,7,33,30,3
25,ASSE,35,9,8,8,33,32,1
26,FCGB,37,9,10,7,35,31,4
27,ASSE,38,10,8,9,35,33,2
28,MHSC,39,10,9,9,24,30,-6
29,ASSE,40,10,10,9,36,34,2
30,ASSE,41,10,11,9,38,36,2
31,FCL,43,11,10,10,38,36,2
32,FCL,44,11,11,10,39,37,2
33,FCSM,46,13,7,13,48,40,8
34,FCL,48,12,12,10,42,39,3
35,FCL,48,12,12,11,43,42,1
36,FCL,49,12,13,11,45,44,1
37,FCL,49,12,13,12,45,46,-1
38,FCGB,51,12,15,11,43,42,1
