leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,LOSC,1,0,1,0,1,1,0
2,RCL,3,1,0,1,2,2,0
3,FCSM,4,1,1,1,4,4,0
4,VAFC,5,1,2,1,4,4,0
5,ASM,7,1,4,0,6,4,2
6,PSG,8,2,2,2,9,6,3
7,MHSC,11,3,2,2,6,6,0
8,SMC,12,3,3,2,8,8,0
9,MHSC,14,4,2,3,9,9,0
10,FCGB,14,4,2,4,9,9,0
11,FCGB,15,4,3,4,11,11,0
12,FCL,17,5,2,5,13,12,1
13,OL,19,5,4,4,15,15,0
14,ASSE,20,5,5,4,18,16,2
15,FCSM,21,6,3,6,25,18,7
16,TFC,24,7,3,6,17,16,1
17,MHSC,25,7,4,6,14,18,-4
18,FCGB,26,6,8,4,22,19,3
19,TFC,27,8,3,8,21,20,1
20,SB29,28,7,7,6,21,18,3
21,TFC,30,9,3,9,23,22,1
22,FCGB,31,7,10,5,27,23,4
23,FCGB,31,7,10,6,28,25,3
24,SB29,34,9,7,8,25,24,1
25,SB29,35,9,8,8,26,25,1
26,FCSM,35,10,5,11,40,31,9
27,FCL,37,10,7,10,35,34,1
28,FCL,38,10,8,10,35,34,1
29,FCL,39,10,9,10,35,34,1
30,FCL,40,10,10,10,36,35,1
31,FCSM,42,12,6,13,46,39,7
32,FCSM,43,12,7,13,47,40,7
33,ASSE,45,11,12,10,41,40,1
34,FCGB,45,10,15,9,40,39,1
35,MHSC,47,12,11,12,32,38,-6
36,ASSE,48,12,12,12,44,44,0
37,FCGB,48,11,15,11,41,42,-1
38,AJA,49,10,19,9,45,41,4
