leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,AMIENS SC,0,0,0,1,1,2,-1
2,FC NANTES,1,0,1,1,1,2,-1
3,ASSE,4,1,1,1,3,5,-2
4,MONTPELLIER,4,1,1,2,2,3,-1
5,NÎMES,5,1,2,2,6,7,-1
6,AMIENS SC,7,2,1,3,7,9,-2
7,TOULOUSE FC,8,2,2,3,6,10,-4
8,TOULOUSE FC,9,2,3,3,8,12,-4
9,OL,9,2,3,4,14,9,5
10,AS MONACO,12,3,3,4,18,21,-3
11,AMIENS SC,13,3,4,4,15,17,-2
12,OGC NICE,16,5,1,6,15,18,-3
13,OL,16,4,4,5,20,13,7
14,AS MONACO,18,5,3,6,21,24,-3
15,BREST,18,4,6,5,16,19,-3
16,OGC NICE,20,6,2,8,21,26,-5
17,BREST,21,5,6,6,21,20,1
18,OGC NICE,24,7,3,8,25,27,-2
19,ASSE,25,7,4,8,22,29,-7
20,BREST,25,6,7,7,26,26,0
21,BREST,28,7,7,7,28,27,1
22,BREST,28,7,7,8,28,30,-2
23,BREST,29,7,8,8,29,31,-2
24,ANGERS SCO,30,8,6,10,24,32,-8
25,ANGERS SCO,30,8,6,11,24,33,-9
26,ANGERS SCO,33,9,6,11,25,33,-8
27,BREST,34,8,10,9,34,36,-2
28,BREST,34,8,10,10,34,37,-3
