leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OL,3,1,0,0,3,1,2
2,OL,6,2,0,0,3,1,2
3,SRFC,6,2,0,1,8,2,6
4,PSG,9,3,0,1,7,5,2
5,PSG,10,3,1,1,5,3,2
6,PSG,12,4,0,2,10,8,2
7,PSG,13,4,1,2,10,6,4
8,PSG,16,5,1,2,8,5,3
9,PSG,16,5,1,3,16,15,1
10,PSG,17,5,2,3,9,4,5
11,PSG,18,5,3,3,17,11,6
12,PSG,19,6,1,5,9,9,0
13,PSG,21,6,3,4,17,13,4
14,PSG,24,7,3,4,18,16,2
15,PSG,24,7,3,5,20,16,4
16,PSG,27,8,3,5,21,16,5
17,PSG,30,9,3,5,23,17,6
18,PSG,33,10,3,5,24,17,7
19,PSG,36,11,3,5,25,17,8
20,PSG,36,11,3,6,25,18,7
21,PSG,37,11,4,6,26,19,7
22,PSG,40,12,4,6,29,21,8
23,PSG,40,12,4,7,29,22,7
24,PSG,41,12,5,7,29,22,7
25,PSG,41,12,5,8,29,23,6
26,PSG,44,13,5,8,31,24,7
27,PSG,47,14,5,8,33,24,9
28,PSG,50,15,5,8,38,24,14
