leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OL,3,1,0,0,2,1,1
2,OL,4,1,1,0,2,0,2
3,SRFC,6,2,0,1,5,4,1
4,PSG,7,2,1,1,10,2,8
5,PSG,9,3,0,2,7,5,2
6,PSG,11,3,2,1,8,7,1
7,PSG,12,3,3,1,12,8,4
8,PSG,13,3,4,1,9,8,1
9,PSG,15,4,3,2,13,9,4
10,PSG,16,5,1,4,16,16,0
11,PSG,17,4,5,2,13,13,0
12,PSG,18,5,3,4,18,13,5
13,PSG,21,6,3,4,15,17,-2
14,PSG,22,6,4,4,15,17,-2
15,PSG,23,6,5,4,18,12,6
16,PSG,25,7,4,5,20,15,5
17,PSG,26,7,5,5,28,20,8
18,PSG,29,9,2,7,16,16,0
19,PSG,29,7,8,4,17,11,6
20,PSG,31,9,4,7,24,22,2
21,PSG,32,9,5,7,34,19,15
22,PSG,33,9,6,7,30,26,4
23,PSG,34,9,7,7,31,27,4
24,PSG,37,10,7,7,32,27,5
25,PSG,38,11,5,9,41,40,1
26,PSG,39,11,6,9,42,41,1
27,PSG,40,11,7,9,42,26,16
28,PSG,41,11,8,9,41,38,3
