leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,FC METZ,1,0,1,0,1,1,0
2,LOSC,3,1,0,1,2,2,0
3,FC METZ,4,1,1,1,4,4,0
4,LOSC,6,2,0,2,5,4,1
5,TOULOUSE FC,8,2,2,1,6,7,-1
6,REIMS,8,2,2,2,4,2,2
7,MONTPELLIER,11,3,2,2,6,5,1
8,MONTPELLIER,11,3,2,3,6,6,0
9,RENNES,12,3,3,3,8,7,1
10,ASSE,14,4,2,4,9,13,-4
11,MONTPELLIER,15,4,3,4,9,8,1
12,BREST,17,4,5,3,13,14,-1
13,FC NANTES,19,6,1,6,11,12,-1
14,OL,19,5,4,5,22,14,8
15,ASSE,22,6,4,5,16,19,-3
16,OL,22,6,4,6,24,16,8
17,MONTPELLIER,24,6,6,5,21,17,4
18,ANGERS SCO,25,7,4,7,20,23,-3
19,OGC NICE,27,8,3,8,28,27,1
20,ANGERS SCO,29,8,5,7,23,25,-2
21,BORDEAUX,29,8,5,8,30,24,6
22,BORDEAUX,30,8,6,8,30,24,6
23,AS MONACO,32,9,5,9,38,39,-1
24,REIMS,33,8,9,7,22,19,3
25,BORDEAUX,35,9,8,8,35,28,7
26,OGC NICE,37,10,7,9,38,36,2
27,STRASBOURG,38,11,5,11,32,32,0
28,STRASBOURG,38,11,5,11,32,32,0
