leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,BORDEAUX,0,0,0,1,1,3,-2
2,OM,1,0,1,1,0,2,-2
3,STRASBOURG,2,0,2,1,1,3,-2
4,STRASBOURG,3,0,3,1,3,5,-2
5,FC METZ,4,1,1,3,4,8,-4
6,ASSE,5,1,2,3,6,12,-6
7,STRASBOURG,6,1,3,3,5,9,-4
8,FC METZ,8,2,2,4,8,12,-4
9,STRASBOURG,9,2,3,4,6,10,-4
10,OL,10,2,4,4,14,9,5
11,TOULOUSE FC,12,3,3,5,13,19,-6
12,STRASBOURG,12,3,3,6,7,13,-6
13,FC METZ,13,3,4,6,11,18,-7
14,DIJON FCO,15,4,3,7,9,15,-6
15,FC METZ,15,3,6,6,13,20,-7
16,DIJON FCO,16,4,4,8,11,18,-7
17,DIJON FCO,16,4,4,9,11,19,-8
18,DIJON FCO,17,4,5,9,12,20,-8
19,AMIENS SC,18,4,6,9,22,37,-15
20,FC METZ,20,4,8,8,18,28,-10
21,DIJON FCO,21,5,6,10,16,24,-8
22,DIJON FCO,24,6,6,10,19,24,-5
23,DIJON FCO,24,6,6,11,19,26,-7
24,DIJON FCO,25,6,7,11,22,29,-7
25,NÎMES,27,7,6,12,25,37,-12
26,DIJON FCO,27,6,9,11,25,32,-7
27,DIJON FCO,27,6,9,12,25,36,-11
28,ASSE,30,8,6,14,29,45,-16
