leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OL,1,0,1,0,1,1,0
2,OL,3,1,0,1,3,7,-4
3,SRFC,4,1,1,1,3,3,0
4,PSG,5,1,2,1,5,5,0
5,PSG,7,2,1,2,4,2,2
6,PSG,8,2,2,2,7,7,0
7,PSG,9,2,3,2,14,7,7
8,PSG,9,2,3,3,14,8,6
9,PSG,11,3,2,4,12,14,-2
10,PSG,13,4,1,5,13,17,-4
11,PSG,15,4,3,4,19,21,-2
12,PSG,16,4,4,4,19,11,8
13,PSG,18,5,3,5,20,22,-2
14,PSG,19,5,4,5,18,15,3
15,PSG,21,5,6,4,11,8,3
16,PSG,22,5,7,4,12,9,3
17,PSG,24,7,3,7,27,29,-2
18,PSG,25,7,4,7,21,27,-6
19,PSG,27,8,3,8,23,24,-1
20,PSG,28,8,4,8,29,28,1
21,PSG,29,7,8,6,17,14,3
22,PSG,30,9,3,10,27,28,-1
23,PSG,32,10,2,11,22,24,-2
24,PSG,33,9,6,9,34,34,0
25,PSG,34,9,7,9,38,26,12
26,PSG,37,11,4,11,28,28,0
27,PSG,37,11,4,12,28,29,-1
28,PSG,39,11,6,11,28,33,-5
