leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OL,0,0,0,1,1,2,-1
2,OL,2,0,2,0,1,1,0
3,SRFC,4,1,1,1,2,3,-1
4,PSG,4,1,1,2,6,7,-1
5,PSG,6,1,3,1,3,5,-2
6,PSG,8,2,2,2,6,8,-2
7,PSG,8,1,5,1,7,9,-2
8,PSG,9,2,3,3,6,9,-3
9,PSG,11,3,2,4,8,13,-5
10,PSG,12,3,3,4,13,15,-2
11,PSG,13,3,4,4,16,9,7
12,PSG,16,4,4,4,16,17,-1
13,PSG,17,5,2,6,16,19,-3
14,PSG,18,4,6,4,15,17,-2
15,PSG,18,5,3,7,16,16,0
16,PSG,21,6,3,7,24,29,-5
17,PSG,23,7,2,8,25,27,-2
18,PSG,24,7,3,8,21,23,-2
19,PSG,26,7,5,7,28,22,6
20,PSG,26,7,5,8,29,24,5
21,PSG,29,8,5,8,36,36,0
22,PSG,29,8,5,9,37,39,-2
23,PSG,30,8,6,9,24,30,-6
24,PSG,30,7,9,8,29,31,-2
25,PSG,33,8,9,8,32,33,-1
26,PSG,34,8,10,8,34,35,-1
27,PSG,36,10,6,11,26,33,-7
28,PSG,37,11,4,13,28,31,-3
