leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,NÎMES,0,0,0,1,0,3,-3
2,NÎMES,0,0,0,2,1,5,-4
3,AS MONACO,1,0,1,2,2,8,-6
4,AS MONACO,2,0,2,2,4,10,-6
5,AS MONACO,2,0,2,3,7,14,-7
6,AS MONACO,3,0,3,3,7,14,-7
7,ASSE,5,1,2,4,6,13,-7
8,ASSE,8,2,2,4,7,13,-6
9,DIJON FCO,8,2,2,5,5,10,-5
10,DIJON FCO,9,2,3,5,5,10,-5
11,FC METZ,11,3,2,6,9,16,-7
12,FC METZ,12,3,3,6,11,18,-7
13,TOULOUSE FC,12,3,3,7,15,25,-10
14,TOULOUSE FC,12,3,3,8,15,27,-12
15,NÎMES,12,2,6,7,12,19,-7
16,NÎMES,12,2,6,8,12,25,-13
17,TOULOUSE FC,12,3,3,11,19,35,-16
18,TOULOUSE FC,12,3,3,12,19,36,-17
19,NÎMES,12,2,6,11,13,33,-20
20,NÎMES,15,3,6,11,15,33,-18
21,NÎMES,15,3,6,12,16,35,-19
22,NÎMES,18,4,6,12,19,36,-17
23,AMIENS SC,20,4,8,11,24,41,-17
24,AMIENS SC,20,4,8,12,25,43,-18
25,AMIENS SC,21,4,9,12,29,47,-18
26,AMIENS SC,23,4,10,12,33,51,-18
27,AMIENS SC,22,4,10,13,29,48,-19
28,AMIENS SC,23,4,11,13,31,50,-19
