leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OL,0,0,0,1,2,3,-1
2,OL,3,1,0,1,3,5,-2
3,EAG,3,1,0,2,4,4,0
4,ASM,4,1,1,2,5,8,-3
5,ASM,5,1,2,2,5,5,0
6,OGCN,5,1,2,3,7,8,-1
7,OGCN,7,2,1,4,6,14,-8
8,OGCN,8,2,2,4,11,13,-2
9,OGCN,10,2,4,3,12,17,-5
10,OGCN,10,3,1,6,8,10,-2
11,OGCN,11,3,2,6,8,15,-7
12,OGCN,13,4,1,7,10,21,-11
13,OGCN,13,4,1,8,10,22,-12
14,OGCN,14,4,2,8,11,23,-12
15,OGCN,15,3,6,6,19,22,-3
16,OGCN,16,3,7,6,22,25,-3
17,OGCN,18,5,3,9,16,34,-18
18,OGCN,19,5,4,9,15,22,-7
19,OGCN,20,5,5,9,17,23,-6
20,ASM,21,6,3,11,23,35,-12
21,ASM,23,6,5,10,19,26,-7
22,ASM,24,6,6,10,16,26,-10
23,ASM,26,7,5,11,15,31,-16
24,ASM,26,7,5,12,22,30,-8
25,ASM,27,6,9,10,34,37,-3
26,ASM,29,8,5,13,24,32,-8
27,ASM,30,8,6,13,25,53,-28
28,ASM,31,8,7,13,26,54,-28
29,ASM,32,9,5,15,31,48,-17
30,ASM,33,8,9,13,43,54,-11
31,ASM,33,8,9,14,43,55,-12
32,ASM,35,9,8,15,31,62,-31
33,ASM,36,9,9,15,33,64,-31
34,ASM,36,9,9,16,34,69,-35
35,ASM,39,10,9,16,36,70,-34
36,ASM,39,10,9,17,47,61,-14
37,ASM,39,10,9,18,48,64,-16
38,ASM,39,10,9,19,48,66,-18
