leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OL,1,0,1,0,0,0,0
2,OL,3,1,0,1,1,1,0
3,EAG,4,1,1,1,3,2,1
4,ASM,5,1,2,1,5,3,2
5,ASM,6,2,0,3,5,5,0
6,OGCN,9,3,0,3,6,6,0
7,OGCN,10,3,1,3,8,10,-2
8,OGCN,10,3,1,4,6,6,0
9,OGCN,13,4,1,4,9,16,-7
10,OGCN,13,3,4,3,11,10,1
11,OGCN,14,4,2,5,10,11,-1
12,OGCN,14,3,5,4,16,17,-1
13,OGCN,17,4,5,4,13,13,0
14,OGCN,18,5,3,6,16,25,-9
15,OGCN,18,4,6,5,13,17,-4
16,OGCN,19,5,4,7,15,18,-3
17,OGCN,20,6,2,9,17,22,-5
18,OGCN,22,5,7,6,28,30,-2
19,OGCN,22,5,7,7,28,31,-3
20,ASM,25,7,4,9,14,26,-12
21,ASM,25,7,4,10,14,28,-14
22,ASM,26,7,5,10,21,27,-6
23,ASM,28,8,4,11,26,36,-10
24,ASM,29,8,5,11,24,42,-18
25,ASM,30,8,6,11,20,35,-15
26,ASM,32,8,8,10,38,43,-5
27,ASM,34,9,7,11,24,37,-13
28,ASM,35,9,8,11,32,36,-4
29,ASM,36,9,9,11,32,33,-1
30,ASM,38,10,8,12,28,44,-16
31,ASM,40,9,13,9,29,34,-5
32,ASM,40,9,13,10,29,37,-8
33,ASM,41,10,11,12,34,35,-1
34,ASM,42,10,12,12,35,36,-1
35,ASM,43,12,7,16,37,41,-4
36,ASM,43,12,7,17,37,43,-6
37,ASM,43,10,13,14,37,41,-4
38,ASM,46,13,7,18,40,47,-7
