leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,SC BASTIA,0,0,0,1,0,1,-1
2,FC LORIENT,0,0,0,2,2,6,-4
3,FC LORIENT,0,0,0,3,2,8,-6
4,NANCY,3,1,0,3,2,7,-5
5,NANCY,4,1,1,3,3,8,-5
6,DIJON FCO,4,1,1,4,5,10,-5
7,NANCY,5,1,2,4,3,9,-6
8,FC LORIENT,6,2,0,6,5,13,-8
9,FC LORIENT,6,2,0,7,6,15,-9
10,NANCY,6,1,3,6,5,13,-8
11,NANCY,9,2,3,6,7,13,-6
12,NANCY,9,2,3,7,7,19,-12
13,LOSC,10,3,1,9,10,19,-9
14,LOSC,11,3,2,9,10,19,-9
15,FC NANTES,13,3,4,8,9,24,-15
16,FC NANTES,13,3,4,9,9,26,-17
17,SM CAEN,15,4,3,10,16,31,-15
18,DIJON FCO,16,3,7,8,24,29,-5
19,SM CAEN,18,5,3,11,20,33,-13
20,FC METZ,20,5,5,10,18,39,-21
21,ANGERS SCO,20,5,5,11,17,27,-10
22,SC BASTIA,22,5,7,10,19,26,-7
23,SC BASTIA,22,5,7,11,20,28,-8
24,SC BASTIA,23,5,8,11,22,30,-8
25,SC BASTIA,23,5,8,12,23,34,-11
26,SC BASTIA,24,5,9,12,24,35,-11
27,SC BASTIA,24,5,9,13,24,38,-14
28,SC BASTIA,25,5,10,13,24,38,-14
29,SC BASTIA,25,5,10,14,24,43,-19
30,SC BASTIA,25,5,10,15,24,44,-20
31,FC LORIENT,28,8,4,19,33,61,-28
32,DIJON FCO,29,6,11,15,40,50,-10
33,DIJON FCO,29,6,11,16,41,52,-11
34,NANCY,32,8,8,18,25,44,-19
35,NANCY,32,8,8,19,26,46,-20
36,NANCY,32,8,8,20,26,49,-23
37,SC BASTIA,34,8,10,19,29,53,-24
38,NANCY,35,9,8,21,29,52,-23
