leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OL,1,0,1,0,0,0,0
2,OL,3,1,0,1,3,4,-1
3,EAG,4,1,1,1,3,2,1
4,ASM,5,1,2,1,6,5,1
5,ASM,6,1,3,1,5,6,-1
6,OGCN,7,2,1,3,5,5,0
7,OGCN,9,3,0,4,7,8,-1
8,OGCN,10,3,1,4,8,9,-1
9,OGCN,12,3,3,3,11,10,1
10,OGCN,13,4,1,5,11,20,-9
11,OGCN,13,3,4,4,13,14,-1
12,OGCN,14,3,5,4,12,13,-1
13,OGCN,17,5,2,6,13,22,-9
14,OGCN,17,4,5,5,13,17,-4
15,OGCN,18,5,3,7,16,29,-13
16,OGCN,19,4,7,5,23,28,-5
17,OGCN,19,5,4,8,15,20,-5
18,OGCN,20,5,5,8,16,21,-5
19,OGCN,22,6,4,9,13,26,-13
20,ASM,24,6,6,8,16,23,-7
21,ASM,24,6,6,9,16,24,-8
22,ASM,26,7,5,10,15,29,-14
23,ASM,27,7,6,10,18,26,-8
24,ASM,28,8,4,12,26,40,-14
25,ASM,29,7,8,10,36,42,-6
26,ASM,31,8,7,11,21,36,-15
27,ASM,33,9,6,12,25,33,-8
28,ASM,34,9,7,12,24,41,-17
29,ASM,36,10,6,13,28,38,-10
30,ASM,37,9,10,11,32,33,-1
31,ASM,39,11,6,14,32,40,-8
32,ASM,39,11,6,15,32,41,-9
33,ASM,39,10,9,14,47,55,-8
34,ASM,40,11,7,16,34,41,-7
35,ASM,42,10,12,13,36,39,-3
36,ASM,42,10,12,14,36,40,-4
37,ASM,43,12,7,18,37,47,-10
38,ASM,46,13,7,18,40,49,-9
