leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,LOSC,0,0,0,1,2,3,-1
2,BORDEAUX,3,1,0,1,4,6,-2
3,MONTPELLIER,4,1,1,1,3,4,-1
4,OM,4,1,1,2,5,5,0
5,SM CAEN,6,2,0,3,5,12,-7
6,SM CAEN,6,2,0,4,6,14,-8
7,DIJON FCO,7,2,1,4,8,10,-2
8,OM,9,2,3,3,10,10,0
9,SC BASTIA,10,3,1,5,7,8,-1
10,FC NANTES,11,3,2,5,7,11,-4
11,SC BASTIA,11,3,2,6,8,10,-2
12,FC METZ,14,4,2,6,11,21,-10
13,DIJON FCO,14,3,5,5,16,18,-2
14,DIJON FCO,14,3,5,6,18,21,-3
15,MONTPELLIER,16,3,7,5,20,28,-8
16,LOSC,17,5,2,9,15,21,-6
17,NANCY,19,5,4,8,14,22,-8
18,NANCY,20,5,5,8,15,23,-8
19,NANCY,21,5,6,8,15,23,-8
20,LOSC,22,6,4,10,19,26,-7
21,MONTPELLIER,23,5,8,8,29,34,-5
22,DIJON FCO,24,5,9,8,30,32,-2
23,MONTPELLIER,26,6,8,9,32,40,-8
24,FC NANTES,27,7,6,11,17,33,-16
25,SM CAEN,28,8,4,13,26,42,-16
26,FC METZ,30,8,6,12,25,48,-23
27,SM CAEN,31,9,4,14,27,43,-16
28,SM CAEN,31,9,4,15,29,46,-17
29,LOSC,33,9,6,14,29,37,-8
30,LOSC,34,9,7,14,29,37,-8
31,FC METZ,35,9,8,14,31,59,-28
32,MONTPELLIER,36,9,9,14,45,55,-10
33,LOSC,37,10,7,16,31,41,-10
34,ANGERS SCO,39,11,6,17,34,46,-12
35,ANGERS SCO,39,11,6,18,35,48,-13
36,ANGERS SCO,40,11,7,18,36,49,-13
37,FC METZ,43,11,10,16,39,71,-32
38,FC METZ,43,11,10,17,39,72,-33
