leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OL,3,1,0,0,3,2,1
2,OL,6,2,0,0,2,0,2
3,EAG,7,2,1,0,3,1,2
4,ASM,9,3,0,1,8,5,3
5,ASM,10,3,1,1,12,4,8
6,OGCN,13,4,1,1,13,8,5
7,OGCN,14,4,2,1,11,5,6
8,OGCN,16,5,1,2,17,6,11
9,OGCN,19,6,1,2,23,12,11
10,OGCN,20,6,2,2,19,7,12
11,OGCN,23,7,2,2,20,7,13
12,OGCN,26,8,2,2,24,7,17
13,OGCN,29,9,2,2,26,7,19
14,OGCN,32,10,2,2,28,8,20
15,OGCN,33,10,3,2,44,16,28
16,OGCN,35,11,2,3,30,11,19
17,OGCN,36,11,3,3,32,13,19
18,OGCN,36,11,3,4,33,15,18
19,OGCN,39,12,3,4,38,15,23
20,ASM,42,13,3,4,39,15,24
21,ASM,45,14,3,4,41,15,26
22,ASM,46,14,4,4,42,16,26
23,ASM,49,14,7,2,38,18,20
24,ASM,52,15,7,2,39,18,21
25,ASM,53,15,8,2,41,20,21
26,ASM,56,16,8,2,42,20,22
27,ASM,59,17,8,2,44,21,23
28,ASM,62,18,8,2,45,21,24
29,ASM,63,18,9,2,47,23,24
30,ASM,64,18,10,2,48,24,24
31,ASM,67,19,10,2,50,25,25
32,ASM,70,20,10,2,52,26,26
33,ASM,73,21,10,2,55,27,28
34,ASM,74,21,11,2,56,28,28
35,ASM,77,22,11,2,59,29,30
36,ASM,77,22,11,3,60,31,29
37,ASM,77,22,11,4,60,33,27
38,ASM,78,22,12,4,63,36,27
