leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,ASSE,0,0,0,1,2,3,-1
2,MONTPELLIER,3,1,0,1,2,3,-1
3,LOSC,4,1,1,1,4,4,0
4,MONTPELLIER,5,1,2,1,4,5,-1
5,ANGERS SCO,6,2,0,3,4,5,-1
6,MONTPELLIER,6,1,3,2,6,11,-5
7,OM,8,2,2,3,9,9,0
8,SM CAEN,10,3,1,4,7,14,-7
9,FC NANTES,11,3,2,4,6,9,-3
10,DIJON FCO,12,3,3,4,13,14,-1
11,FC METZ,13,4,1,6,11,21,-10
12,MONTPELLIER,14,3,5,4,19,26,-7
13,MONTPELLIER,15,3,6,4,20,27,-7
14,MONTPELLIER,16,3,7,4,20,27,-7
15,NANCY,16,4,4,7,12,19,-7
16,FC METZ,18,5,3,8,16,32,-16
17,MONTPELLIER,19,4,7,6,24,30,-6
18,LOSC,20,6,2,10,17,24,-7
19,LOSC,21,6,3,10,18,25,-7
20,MONTPELLIER,23,5,8,7,29,32,-3
21,SM CAEN,24,7,3,11,24,35,-11
22,SM CAEN,25,7,4,11,25,36,-11
23,LOSC,26,7,5,11,21,28,-7
24,NANCY,27,7,6,11,18,30,-12
25,FC METZ,29,8,5,12,24,47,-23
26,ANGERS SCO,30,8,6,12,22,33,-11
27,MONTPELLIER,32,8,8,11,39,45,-6
28,MONTPELLIER,33,8,9,11,40,46,-6
29,MONTPELLIER,33,8,9,12,42,49,-7
30,FC METZ,35,9,8,13,29,56,-27
31,LOSC,37,10,7,14,30,37,-7
32,LOSC,37,10,7,15,31,39,-8
33,ANGERS SCO,39,11,6,16,32,43,-11
34,MONTPELLIER,39,10,9,15,47,57,-10
35,MONTPELLIER,39,10,9,16,47,60,-13
36,FC METZ,42,11,9,16,38,70,-32
37,ANGERS SCO,43,12,7,18,38,49,-11
38,TOULOUSE FC,44,10,14,14,37,41,-4
