leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OL,0,0,0,1,0,1,-1
2,OL,0,0,0,2,2,6,-4
3,EAG,0,0,0,3,2,8,-6
4,ASM,3,1,0,3,2,7,-5
5,ASM,4,1,1,3,3,8,-5
6,OGCN,4,1,1,4,5,10,-5
7,OGCN,5,1,2,4,3,9,-6
8,OGCN,6,2,0,6,5,13,-8
9,OGCN,6,2,0,7,6,15,-9
10,OGCN,6,1,3,6,5,13,-8
11,OGCN,9,2,3,6,7,13,-6
12,OGCN,9,2,3,7,7,19,-12
13,OGCN,10,3,1,9,10,19,-9
14,OGCN,11,3,2,9,10,19,-9
15,OGCN,13,3,4,8,9,24,-15
16,OGCN,13,3,4,9,9,26,-17
17,OGCN,15,4,3,10,16,31,-15
18,OGCN,16,3,7,8,24,29,-5
19,OGCN,18,5,3,11,20,33,-13
20,ASM,20,5,5,10,18,39,-21
21,ASM,20,5,5,11,17,27,-10
22,ASM,22,5,7,10,19,26,-7
23,ASM,22,5,7,11,20,28,-8
24,ASM,23,5,8,11,22,30,-8
25,ASM,23,5,8,12,23,34,-11
26,ASM,24,5,9,12,24,35,-11
27,ASM,24,5,9,13,24,38,-14
28,ASM,25,5,10,13,24,38,-14
29,ASM,25,5,10,14,24,43,-19
30,ASM,25,5,10,15,24,44,-20
31,ASM,28,8,4,19,33,61,-28
32,ASM,29,6,11,15,40,50,-10
33,ASM,29,6,11,16,41,52,-11
34,ASM,32,8,8,18,25,44,-19
35,ASM,32,8,8,19,26,46,-20
36,ASM,32,8,8,20,26,49,-23
37,ASM,34,8,10,19,29,53,-24
38,ASM,35,9,8,21,29,52,-23
