leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,FCM,1,0,1,0,3,3,0
2,OM,4,1,1,0,5,4,1
3,SRFC,5,1,2,0,3,2,1
4,RCL,6,1,3,0,7,5,2
5,CF63,8,2,2,1,9,9,0
6,CF63,9,2,3,1,10,10,0
7,OGCN,11,3,3,1,13,4,9
8,FCL,13,3,4,1,9,8,1
9,ASM,14,4,2,3,14,11,3
10,OL,16,4,4,2,16,13,3
11,SCO,17,4,5,2,17,13,4
12,OL,19,5,4,3,20,17,3
13,MHSC,19,5,4,4,21,19,2
14,SCO,21,5,6,3,20,16,4
15,SCO,22,5,7,3,22,18,4
16,RCSA,23,6,5,5,31,22,9
17,RCSA,26,7,5,5,34,22,12
18,RCL,27,7,6,5,32,26,6
19,ASM,29,8,5,6,29,23,6
20,RCL,30,8,6,6,34,28,6
21,RCL,30,8,6,6,34,28,6
