leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,AS MONACO,1,0,1,0,1,1,0
2,RENNES,2,0,2,0,2,2,0
3,ASSE,3,0,3,0,4,4,0
4,MONTPELLIER,4,1,1,2,9,9,0
5,RENNES,5,1,2,2,3,6,-3
6,REIMS,7,1,4,1,6,6,0
7,CLERMONT,9,2,3,2,10,16,-6
8,REIMS,10,2,4,2,10,9,1
9,RENNES,12,3,3,3,12,9,3
10,LOSC,14,4,2,4,13,15,-2
11,FC LORIENT,15,3,6,2,12,14,-2
12,MONTPELLIER,16,4,4,4,20,19,1
13,AS MONACO,18,5,3,5,17,16,1
14,FC NANTES,18,5,3,6,19,19,0
15,MONTPELLIER,19,5,4,6,21,22,-1
16,BREST,21,5,6,5,23,22,1
17,BREST,24,6,6,5,25,23,2
18,FC NANTES,25,7,4,7,24,23,1
19,OL,27,7,7,5,28,27,1
20,OL,28,7,8,5,29,28,1
21,FC NANTES,29,8,5,8,26,25,1
22,LOSC,32,8,8,6,30,30,0
23,LOSC,32,8,8,6,30,30,0
