leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,PSG,3,1,0,0,2,1,1
2,OGCN,4,1,1,0,4,0,4
3,RCL,5,1,2,0,5,3,2
4,OM,8,2,2,0,9,6,3
5,OGCN,10,3,2,0,11,1,10
6,OGCN,11,3,3,0,13,3,10
7,RCL,12,3,3,1,11,8,3
8,OGCN,14,4,3,1,16,4,12
9,SCO,16,4,4,1,14,9,5
10,OGCN,17,5,3,2,18,6,12
11,OM,19,5,4,2,19,12,7
12,RCL,21,6,3,3,21,14,7
13,OM,23,6,5,2,20,12,8
14,RCL,24,7,3,4,25,18,7
15,OM,26,7,5,2,21,12,9
16,OGCN,27,8,4,4,25,12,13
17,OGCN,27,8,4,5,25,15,10
18,OGCN,30,9,4,5,27,16,11
19,SRFC,31,9,4,6,34,18,16
20,RCSA,32,9,5,6,38,24,14
21,RCSA,35,10,5,6,41,25,16
22,RCSA,35,10,5,7,44,29,15
