leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,LOSC,1,0,1,0,3,3,0
2,FC NANTES,4,1,1,0,3,1,2
3,OM,5,1,2,0,6,5,1
4,OGC NICE,7,2,2,0,9,1,8
5,RC LENS,9,2,3,0,10,7,3
6,ANGERS SCO,11,3,2,1,10,6,4
7,FC LORIENT,12,3,3,1,8,7,1
8,ANGERS SCO,13,3,4,1,11,7,4
9,OM,15,4,3,2,15,11,4
10,ANGERS SCO,16,4,4,2,15,11,4
11,RENNES,18,5,3,3,16,9,7
12,RENNES,19,5,4,3,18,11,7
13,RENNES,22,6,4,3,22,12,10
14,OM,23,6,5,3,21,14,7
15,RC LENS,25,7,4,4,27,20,7
16,RC LENS,26,7,5,4,29,22,7
17,RC LENS,27,7,6,4,30,23,7
18,MONTPELLIER,28,8,4,6,29,23,6
19,MONTPELLIER,31,9,4,6,33,24,9
20,RENNES,31,9,4,7,34,19,15
21,RENNES,34,10,4,7,40,19,21
22,RENNES,34,10,4,8,41,21,20
23,RENNES,37,11,4,8,43,21,22
