leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,SCO,3,1,0,0,2,1,1
2,PSG,6,2,0,0,3,1,2
3,PSG,7,2,1,0,6,2,4
4,PSG,9,3,0,1,7,3,4
5,PSG,12,4,0,1,9,4,5
6,PSG,13,4,1,1,10,5,5
7,PSG,16,5,1,1,10,5,5
8,PSG,16,5,1,2,11,9,2
9,PSG,18,5,3,1,10,5,5
10,PSG,21,6,3,1,12,6,6
11,PSG,22,6,4,1,12,6,6
12,PSG,22,6,4,2,16,7,9
13,PSG,25,7,4,2,19,7,12
14,PSG,25,7,4,3,19,10,9
15,PSG,28,9,1,5,18,15,3
16,PSG,29,9,2,5,19,16,3
17,PSG,30,8,6,3,16,9,7
18,PSG,31,8,7,3,17,10,7
19,PSG,32,8,8,3,25,23,2
20,PSG,34,9,7,4,19,11,8
21,PSG,36,9,9,3,29,25,4
22,PSG,39,10,9,3,33,25,8
23,PSG,39,10,9,4,33,28,5
24,PSG,42,11,9,4,35,28,7
25,PSG,45,12,9,4,36,28,8
26,PSG,46,12,10,4,37,29,8
27,PSG,49,13,10,4,40,30,10
28,PSG,50,13,11,4,40,30,10
29,PSG,51,13,12,4,42,32,10
30,PSG,52,13,13,4,44,34,10
31,PSG,55,14,13,4,46,34,12
32,PSG,55,14,13,5,47,36,11
33,PSG,55,16,7,10,54,34,20
34,PSG,58,15,13,6,50,41,9
35,PSG,59,17,8,10,58,37,21
36,PSG,62,18,8,10,60,38,22
37,PSG,65,19,8,10,66,39,27
38,PSG,65,19,8,11,67,43,24
