leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,REIMS,3,1,0,0,2,1,1
2,SM CAEN,6,2,0,0,2,0,2
3,ANGERS SCO,7,2,1,0,4,0,4
4,RENNES,9,3,0,1,7,4,3
5,REIMS,10,3,1,1,9,5,4
6,ASSE,13,4,1,1,9,5,4
7,RENNES,14,4,2,1,11,6,5
8,RENNES,15,4,3,1,12,7,5
9,SM CAEN,18,6,0,3,11,10,1
10,SM CAEN,21,7,0,3,12,10,2
11,SM CAEN,21,7,0,4,12,12,0
12,ANGERS SCO,22,6,4,2,12,7,5
13,SM CAEN,24,8,0,5,14,14,0
14,SM CAEN,25,8,1,5,14,14,0
15,ANGERS SCO,26,7,5,3,14,9,5
16,ANGERS SCO,27,7,6,3,14,9,5
17,SM CAEN,29,9,2,6,20,18,2
18,AS MONACO,31,8,7,3,25,23,2
19,ANGERS SCO,31,8,7,4,17,11,6
20,AS MONACO,33,8,9,3,27,25,2
21,ANGERS SCO,34,9,7,5,20,13,7
22,OGC NICE,36,10,6,6,37,26,11
23,ANGERS SCO,37,10,7,6,24,18,6
24,OGC NICE,39,11,6,7,38,28,10
25,OGC NICE,39,11,6,8,38,29,9
26,OGC NICE,40,11,7,8,39,30,9
27,OGC NICE,41,11,8,8,39,30,9
28,OL,42,12,6,10,40,30,10
29,OL,45,13,6,10,45,31,14
30,OGC NICE,47,13,8,9,43,33,10
31,OGC NICE,50,14,8,9,46,33,13
32,OL,52,15,7,10,52,34,18
33,AS MONACO,55,14,13,6,48,40,8
34,OL,56,16,8,10,55,35,20
35,AS MONACO,59,15,14,6,51,42,9
36,AS MONACO,62,16,14,6,54,44,10
37,AS MONACO,62,16,14,7,55,50,5
38,AS MONACO,65,17,14,7,57,50,7
