leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,SCO,3,1,0,0,1,0,1
2,PSG,4,1,1,0,2,1,1
3,PSG,6,2,0,1,3,2,1
4,PSG,7,2,1,1,7,4,3
5,PSG,8,2,2,1,6,2,4
6,PSG,11,3,2,1,7,4,3
7,PSG,12,3,3,1,7,4,3
8,PSG,15,5,0,3,10,10,0
9,PSG,15,4,3,2,11,6,5
10,PSG,16,4,4,2,12,7,5
11,PSG,19,6,1,4,11,11,0
12,PSG,20,5,5,2,16,15,1
13,PSG,21,6,3,4,27,17,10
14,PSG,23,6,5,3,18,18,0
15,PSG,24,7,3,5,30,19,11
16,PSG,25,6,7,3,22,22,0
17,PSG,26,8,2,7,21,21,0
18,PSG,26,7,5,6,22,21,1
19,PSG,29,9,2,8,22,22,0
20,PSG,29,8,5,7,27,24,3
21,PSG,31,7,10,4,31,25,6
22,PSG,33,10,3,9,25,25,0
23,PSG,34,8,10,5,32,29,3
24,PSG,36,11,3,10,26,29,-3
25,PSG,36,10,6,9,34,27,7
26,PSG,39,10,9,7,26,24,2
27,PSG,39,11,6,10,38,29,9
28,PSG,41,10,11,7,36,33,3
29,PSG,43,13,4,12,32,38,-6
30,PSG,44,11,11,8,29,28,1
31,PSG,46,14,4,13,34,40,-6
32,PSG,48,14,6,12,38,34,4
33,PSG,51,15,6,12,39,34,5
34,PSG,52,13,13,8,37,27,10
35,PSG,53,13,14,8,37,27,10
36,PSG,56,14,14,8,38,27,11
37,PSG,57,14,15,8,38,27,11
38,PSG,58,17,7,14,42,37,5
