leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,SCO,3,1,0,0,2,1,1
2,PSG,4,1,1,0,2,0,2
3,PSG,7,2,1,0,2,0,2
4,PSG,8,2,2,0,5,1,4
5,PSG,10,3,1,1,7,5,2
6,PSG,12,4,0,2,8,8,0
7,PSG,12,3,3,1,9,3,6
8,PSG,15,4,3,1,11,6,5
9,PSG,16,4,4,1,13,8,5
10,PSG,19,6,1,3,13,10,3
11,PSG,19,5,4,2,15,7,8
12,PSG,22,7,1,4,17,14,3
13,PSG,22,6,4,3,12,9,3
14,PSG,24,7,3,4,30,17,13
15,PSG,25,7,4,4,21,14,7
16,PSG,26,7,5,4,21,14,7
17,PSG,28,7,7,3,24,23,1
18,PSG,30,9,3,6,21,19,2
19,PSG,30,9,3,7,21,22,-1
20,PSG,30,8,6,6,33,24,9
21,PSG,33,9,6,6,35,25,10
22,PSG,34,8,10,4,32,25,7
23,PSG,36,10,6,7,37,28,9
24,PSG,37,10,7,7,25,20,5
25,PSG,39,12,3,10,30,28,2
26,PSG,40,12,4,10,31,29,2
27,PSG,41,12,5,10,32,30,2
28,PSG,42,13,3,12,30,36,-6
29,PSG,44,12,8,9,41,33,8
30,PSG,46,13,7,10,47,33,14
31,PSG,49,14,7,10,49,33,16
32,PSG,51,13,12,7,50,39,11
33,PSG,53,15,8,10,50,37,13
34,PSG,54,15,9,10,51,38,13
35,PSG,57,16,9,10,53,38,15
36,PSG,58,17,7,12,42,34,8
37,PSG,60,17,9,11,55,39,16
38,PSG,63,18,9,11,58,41,17
