leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,SCO,0,0,0,1,1,2,-1
2,PSG,1,0,1,1,2,3,-1
3,PSG,2,0,2,1,1,2,-1
4,PSG,3,1,0,3,6,4,2
5,PSG,5,1,2,2,7,8,-1
6,PSG,7,2,1,3,9,11,-2
7,PSG,7,1,4,2,8,10,-2
8,PSG,8,2,2,4,13,9,4
9,PSG,10,2,4,3,13,16,-3
10,PSG,10,3,1,6,12,16,-4
11,PSG,11,2,5,4,6,7,-1
12,PSG,13,4,1,7,13,18,-5
13,PSG,14,4,2,7,14,19,-5
14,PSG,15,4,3,7,13,17,-4
15,PSG,16,4,4,7,15,19,-4
16,PSG,18,5,3,8,18,21,-3
17,PSG,20,5,5,7,17,20,-3
18,PSG,21,5,6,7,19,22,-3
19,PSG,22,6,4,9,22,25,-3
20,PSG,22,6,4,10,22,26,-4
21,PSG,25,7,4,10,21,26,-5
22,PSG,25,7,4,11,21,27,-6
23,PSG,26,5,11,7,18,19,-1
24,PSG,28,8,4,12,22,29,-7
25,PSG,30,6,12,7,20,20,0
26,PSG,31,8,7,11,28,34,-6
27,PSG,32,9,5,13,33,33,0
28,PSG,34,7,13,8,21,23,-2
29,PSG,36,10,6,13,36,33,3
30,PSG,36,10,6,14,36,35,1
31,PSG,38,10,8,13,37,45,-8
32,PSG,39,10,9,13,39,47,-8
33,PSG,39,10,9,14,39,49,-10
34,PSG,40,8,16,10,44,40,4
35,PSG,43,12,7,16,33,41,-8
36,PSG,43,11,10,15,45,53,-8
37,PSG,44,11,11,15,45,53,-8
38,PSG,46,11,13,14,47,58,-11
