leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,SCO,0,0,0,1,0,2,-2
2,PSG,0,0,0,2,0,3,-3
3,PSG,0,0,0,3,0,5,-5
4,PSG,1,0,1,3,0,5,-5
5,PSG,1,0,1,4,0,6,-6
6,PSG,1,0,1,5,1,8,-7
7,PSG,1,0,1,6,4,11,-7
8,PSG,2,0,2,6,2,11,-9
9,PSG,3,0,3,6,4,13,-9
10,PSG,3,0,3,7,4,15,-11
11,PSG,4,0,4,7,5,20,-15
12,PSG,4,0,4,8,5,21,-16
13,PSG,4,0,4,9,6,25,-19
14,PSG,5,0,5,9,7,26,-19
15,PSG,5,0,5,10,8,30,-22
16,PSG,5,0,5,11,8,33,-25
17,PSG,6,0,6,11,9,34,-25
18,PSG,7,0,7,11,10,35,-25
19,PSG,8,0,8,11,10,35,-25
20,PSG,8,0,8,12,11,39,-28
21,PSG,8,0,8,13,13,43,-30
22,PSG,11,1,8,13,16,44,-28
23,PSG,11,1,8,14,16,45,-29
24,PSG,11,1,8,15,16,49,-33
25,PSG,11,1,8,16,16,51,-35
26,PSG,14,2,8,16,19,53,-34
27,PSG,14,2,8,17,20,56,-36
28,PSG,14,2,8,18,20,57,-37
29,PSG,14,2,8,19,21,59,-38
30,PSG,14,2,8,20,21,68,-47
31,PSG,14,2,8,21,22,70,-48
32,PSG,14,2,8,22,22,71,-49
33,PSG,14,2,8,23,22,72,-50
34,PSG,17,3,8,23,24,73,-49
35,PSG,17,3,8,24,25,77,-52
36,PSG,17,3,8,25,27,81,-54
37,PSG,17,3,8,26,27,82,-55
38,PSG,18,3,9,26,28,83,-55
